file;p
frame2126.png;(170, 68)
frame2898.png;(154, 70)
frame2132.png;(161, 74)
frame2867.png;(163, 55)
frame2873.png;(161, 52)
frame2442.png;(155, 66)
frame2481.png;(145, 77)
frame2495.png;(149, 86)
frame1981.png;(177, 102)
frame2293.png;(148, 70)
frame1942.png;(195, 144)
frame2734.png;(161, 72)
frame2913.png;(157, 61)
frame2907.png;(156, 65)
frame2091.png;(149, 82)
frame2085.png;(162, 83)
frame2084.png;(170, 80)
frame2090.png;(145, 83)
frame2906.png;(157, 64)
frame2912.png;(154, 58)
frame2735.png;(161, 72)
frame1957.png;(173, 113)
frame2292.png;(156, 70)
frame1980.png;(173, 102)
frame2480.png;(147, 76)
frame2457.png;(143, 75)
frame2443.png;(153, 66)
frame3013.png;(162, 86)
frame2696.png;(157, 102)
frame2872.png;(160, 51)
frame2866.png;(164, 56)
frame2133.png;(158, 83)
frame2127.png;(168, 66)
frame2899.png;(155, 71)
frame2119.png;(174, 68)
frame2131.png;(163, 71)
frame2125.png;(171, 68)
frame2870.png;(162, 53)
frame2441.png;(154, 66)
frame2482.png;(146, 76)
frame2509.png;(148, 76)
frame3159.png;(164, 103)
frame1982.png;(177, 99)
frame1969.png;(181, 111)
frame1955.png;(170, 118)
frame2284.png;(159, 74)
frame2079.png;(152, 81)
frame2045.png;(172, 95)
frame2737.png;(162, 66)
frame2904.png;(158, 67)
frame2938.png;(161, 77)
frame2092.png;(148, 76)
frame2093.png;(150, 78)
frame2939.png;(159, 77)
frame2905.png;(157, 66)
frame2736.png;(163, 71)
frame2078.png;(151, 83)
frame1968.png;(177, 111)
frame2520.png;(156, 73)
frame2508.png;(146, 76)
frame3038.png;(154, 108)
frame2440.png;(157, 64)
frame2871.png;(161, 51)
frame2124.png;(176, 69)
frame2763.png;(167, 79)
frame2156.png;(159, 82)
frame2007.png;(162, 90)
frame2888.png;(155, 69)
frame2077.png;(147, 86)
frame2993.png;(159, 87)
frame2178.png;(162, 78)
frame2444.png;(156, 65)
frame2412.png;(157, 65)
frame2989.png;(163, 88)
frame1963.png;(185, 104)
frame2762.png;(168, 79)
frame2787.png;(165, 74)
frame2138.png;(164, 73)
frame2799.png;(165, 68)
frame2406.png;(159, 68)
frame2765.png;(165, 76)
frame2784.png;(158, 78)
frame2949.png;(158, 70)
frame2400.png;(156, 66)
frame2107.png;(170, 84)
frame2380.png;(146, 76)
frame2801.png;(164, 68)
frame2985.png;(161, 88)
frame2818.png;(156, 70)
frame2902.png;(158, 68)
frame2971.png;(154, 77)
frame2350.png;(148, 70)
frame2800.png;(165, 68)
frame2982.png;(160, 91)
frame2193.png;(156, 74)
frame3455.png;(160, 138)
frame2934.png;(162, 78)
frame1977.png;(172, 103)
frame2789.png;(165, 73)
frame2110.png;(168, 84)
frame2796.png;(168, 68)
frame2766.png;(165, 73)
frame2990.png;(162, 88)
frame2775.png;(162, 78)
frame2194.png;(151, 78)
frame2055.png;(158, 96)
frame2297.png;(153, 69)
frame2066.png;(164, 66)
frame3522.png;(146, 100)
frame2367.png;(151, 73)
frame2948.png;(158, 74)
frame2947.png;(158, 77)
frame2518.png;(158, 72)
frame2011.png;(181, 100)
frame2827.png;(161, 61)
frame2142.png;(159, 75)
frame2174.png;(155, 81)
frame3001.png;(156, 85)
frame2891.png;(153, 68)
frame2894.png;(148, 70)
frame2794.png;(170, 70)
frame2967.png;(160, 65)
frame2793.png;(167, 71)
frame1992.png;(191, 90)
frame2117.png;(171, 68)
frame2160.png;(144, 79)
frame2176.png;(166, 80)
frame2930.png;(160, 77)
frame2401.png;(159, 66)
frame2112.png;(171, 78)
frame2115.png;(171, 69)
frame3439.png;(148, 141)
frame3491.png;(145, 125)
frame2972.png;(156, 81)
frame2890.png;(154, 68)
frame2803.png;(162, 72)
