file;valid;p1;p2;dist
frame1413.png;1;(161, 51);(161, 51);0.0
frame1375.png;1;(169, 67);(168, 69);2.2
frame1361.png;1;(158, 61);(157, 62);1.4
frame1407.png;1;(153, 66);(152, 66);1.0
frame1349.png;0;-1;-1;-1
frame1611.png;0;-1;-1;-1
frame1605.png;0;-1;-1;-1
frame1639.png;0;-1;-1;-1
frame1567.png;0;-1;-1;-1
frame1215.png;1;(137, 181);(165, 170);30.1
frame1573.png;0;-1;-1;-1
frame1229.png;0;-1;-1;-1
frame1598.png;0;-1;-1;-1
frame1599.png;0;-1;-1;-1
frame1228.png;0;-1;-1;-1
frame1214.png;1;(130, 183);(158, 172);30.1
frame1572.png;0;-1;-1;-1
frame1566.png;0;-1;-1;-1
frame1638.png;0;-1;-1;-1
frame1604.png;0;-1;-1;-1
frame1610.png;0;-1;-1;-1
frame1348.png;0;-1;-1;-1
frame1360.png;1;(164, 66);(163, 66);1.0
frame1406.png;1;(154, 70);(153, 71);1.4
frame1412.png;1;(159, 54);(157, 54);2.0
frame1374.png;1;(170, 59);(167, 60);3.2
frame1404.png;1;(155, 71);(154, 71);1.0
frame1362.png;1;(158, 49);(156, 51);2.8
frame1376.png;1;(166, 80);(163, 86);6.7
frame1410.png;1;(158, 59);(155, 59);3.0
frame1438.png;0;-1;-1;-1
frame1389.png;1;(165, 76);(161, 81);6.4
frame1606.png;0;-1;-1;-1
frame1612.png;0;-1;-1;-1
frame1570.png;0;-1;-1;-1
frame1216.png;0;-1;-1;-1
frame1564.png;0;-1;-1;-1
frame1558.png;0;-1;-1;-1
frame1559.png;0;-1;-1;-1
frame1565.png;0;-1;-1;-1
frame1571.png;0;-1;-1;-1
frame1217.png;0;-1;-1;-1
frame1613.png;0;-1;-1;-1
frame1607.png;0;-1;-1;-1
frame1388.png;1;(172, 60);(163, 68);12.0
frame1439.png;0;-1;-1;-1
frame1377.png;0;-1;-1;-1
frame1411.png;1;(161, 54);(159, 55);2.2
frame1405.png;1;(159, 71);(157, 71);2.0
frame1363.png;1;(157, 67);(155, 70);3.6
frame1429.png;0;-1;-1;-1
frame1401.png;1;(163, 52);(159, 54);4.5
frame1415.png;0;-1;-1;-1
frame1373.png;1;(168, 62);(165, 64);3.6
frame1398.png;1;(164, 64);(160, 67);5.0
frame1603.png;0;-1;-1;-1
frame1617.png;0;-1;-1;-1
