file;valid;p1;p2;dist
frame10192.png;0;-1;-1;-1
frame10193.png;0;-1;-1;-1
frame10194.png;0;-1;-1;-1
frame10195.png;1;(148, 169); (152, 158); 10.4
frame10196.png;0;-1;-1;-1
frame10197.png;1;(167, 55); (169, 61); 7.6
frame10198.png;0;-1;-1;-1
frame10199.png;0;-1;-1;-1
frame10200.png;1;(186, 68); (189, 76); 9.5
frame10201.png;1;(180, 37); (175, 120); 83.1
frame10202.png;1;(172, 195); (177, 145); 51.4
frame10203.png;0;-1;-1;-1
frame10204.png;0;-1;-1;-1
frame10205.png;0;-1;-1;-1
frame10206.png;0;-1;-1;-1
frame10207.png;0;-1;-1;-1
frame10208.png;1;(159, 68); (143, 104); 43.1
frame10209.png;0;-1;-1;-1
frame10210.png;0;-1;-1;-1
frame10211.png;0;-1;-1;-1
frame10212.png;1;(192, 66); (194, 75); 8.2
frame10213.png;1;(160, 86); (161, 105); 17.0
frame10214.png;0;-1;-1;-1
frame10215.png;0;-1;-1;-1
frame10216.png;0;-1;-1;-1
frame10217.png;0;-1;-1;-1
frame10218.png;1;(149, 94); (141, 124); 33.0
frame10219.png;0;-1;-1;-1
frame10220.png;0;-1;-1;-1
frame10221.png;0;-1;-1;-1
frame10222.png;0;-1;-1;-1
frame10223.png;1;(171, 164); (166, 125); 39.3
frame10224.png;1;(130, 155); (103, 241); 91.2
frame10225.png;0;-1;-1;-1
frame10226.png;0;-1;-1;-1
frame10227.png;0;-1;-1;-1
frame10228.png;0;-1;-1;-1
frame10229.png;0;-1;-1;-1
frame10230.png;0;-1;-1;-1
frame10231.png;0;-1;-1;-1
frame10232.png;0;-1;-1;-1
frame10233.png;0;-1;-1;-1
frame10234.png;1;(138, 156); (131, 99); 53.5
frame10235.png;0;-1;-1;-1
frame10236.png;0;-1;-1;-1
frame10237.png;0;-1;-1;-1
frame10238.png;1;(163, 179); (163, 173); 6.0
frame10239.png;1;(173, 59); (172, 66); 7.1
frame10240.png;1;(179, 148); (181, 119); 26.1
frame10241.png;1;(165, 82); (162, 123); 39.1
frame10242.png;1;(150, 67); (143, 100); 31.6
frame10243.png;1;(194, 142); (199, 106); 38.2
frame10244.png;1;(158, 163); (157, 153); 11.0
frame10245.png;1;(141, 188); (139, 178); 9.2
frame10246.png;0;-1;-1;-1
frame10247.png;0;-1;-1;-1
frame10248.png;0;-1;-1;-1
frame10249.png;0;-1;-1;-1
frame10250.png;1;(144, 172); (140, 120); 55.1
frame10251.png;0;-1;-1;-1
frame10252.png;0;-1;-1;-1
frame10253.png;0;-1;-1;-1
frame10254.png;0;-1;-1;-1
frame10255.png;0;-1;-1;-1
frame10256.png;0;-1;-1;-1
frame10257.png;0;-1;-1;-1
frame10258.png;1;(152, 108); (147, 137); 28.6
frame10259.png;0;-1;-1;-1
frame10260.png;1;(146, 54); (142, 96); 39.2
frame10261.png;0;-1;-1;-1
frame10262.png;0;-1;-1;-1
frame10263.png;0;-1;-1;-1
frame10264.png;0;-1;-1;-1
frame10265.png;0;-1;-1;-1
frame10266.png;1;(146, 128); (139, 101); 30.8
frame10267.png;0;-1;-1;-1
frame10268.png;0;-1;-1;-1
frame10269.png;0;-1;-1;-1
frame10270.png;0;-1;-1;-1
frame10271.png;1;(191, 168); (193, 156); 12.2
frame10272.png;0;-1;-1;-1
frame10273.png;1;(146, 83); (149, 98); 18.2
frame10274.png;1;(172, 80); (156, 116); 42.7
frame10275.png;0;-1;-1;-1
frame10276.png;1;(152, 74); (149, 89); 12.2
frame10277.png;0;-1;-1;-1
frame10278.png;0;-1;-1;-1
frame10279.png;1;(159, 97); (145, 121); 25.8
frame10280.png;0;-1;-1;-1
frame10281.png;1;(144, 33); (149, 110); 63.1
frame10282.png;1;(160, 43); (161, 145); 94.0
frame10283.png;0;-1;-1;-1
frame10284.png;1;(154, 79); (154, 100); 21.0
frame10285.png;0;-1;-1;-1
frame10286.png;1;(160, 85); (156, 105); 20.2
frame10287.png;0;-1;-1;-1
frame10288.png;1;(167, 180); (170, 173); 6.7
frame10289.png;0;-1;-1;-1
