file;p
frame14595.png;(75, 114)
frame14581.png;(107, 135)
frame14556.png;(177, 134)
frame14542.png;(113, 127)
frame14797.png;(104, 121)
frame14783.png;(101, 159)
frame14754.png;(75, 125)
frame14740.png;(96, 103)
frame14768.png;(56, 112)
frame14807.png;(94, 132)
frame14813.png;(80, 128)
frame14620.png;(106, 97)
frame14634.png;(101, 103)
frame14608.png;(82, 107)
frame14387.png;(134, 109)
frame14393.png;(162, 95)
frame14344.png;(105, 106)
frame14422.png;(117, 106)
frame14436.png;(100, 115)
frame14350.png;(125, 105)
frame14378.png;(113, 96)
frame14379.png;(112, 94)
frame14437.png;(98, 117)
frame14351.png;(124, 103)
frame14345.png;(101, 107)
frame14423.png;(101, 105)
frame14392.png;(163, 94)
frame14386.png;(120, 109)
frame14609.png;(77, 115)
frame14635.png;(114, 99)
frame14621.png;(106, 101)
frame14812.png;(76, 134)
frame14806.png;(97, 133)
frame14769.png;(70, 112)
frame14741.png;(87, 101)
frame14755.png;(100, 126)
frame14782.png;(109, 151)
frame14796.png;(104, 120)
frame14543.png;(115, 124)
frame14557.png;(186, 131)
frame14580.png;(109, 128)
frame14594.png;(76, 116)
frame14582.png;(103, 127)
frame14596.png;(75, 114)
frame14541.png;(114, 127)
frame14555.png;(185, 131)
frame14569.png;(132, 120)
frame14780.png;(119, 143)
frame14958.png;(102, 135)
frame14794.png;(104, 125)
frame14964.png;(145, 150)
frame14743.png;(104, 100)
frame14757.png;(96, 124)
frame14838.png;(93, 122)
frame14810.png;(88, 146)
frame14804.png;(108, 129)
frame14637.png;(123, 86)
frame14623.png;(88, 109)
frame14390.png;(112, 98)
frame14384.png;(130, 108)
frame14353.png;(121, 101)
frame14435.png;(104, 113)
frame14421.png;(124, 107)
frame14347.png;(111, 109)
frame14409.png;(99, 90)
frame14408.png;(104, 90)
frame14420.png;(139, 104)
frame14346.png;(101, 106)
frame14352.png;(123, 104)
frame14434.png;(97, 108)
frame14385.png;(121, 109)
frame14391.png;(148, 95)
frame14622.png;(90, 104)
frame14636.png;(94, 90)
frame14805.png;(103, 133)
frame14811.png;(76, 145)
frame14839.png;(82, 125)
frame14756.png;(97, 125)
frame14742.png;(90, 98)
frame14965.png;(123, 158)
frame14795.png;(107, 125)
frame14959.png;(113, 132)
frame14781.png;(119, 147)
frame14568.png;(130, 121)
frame14554.png;(187, 130)
frame14540.png;(114, 126)
frame14597.png;(81, 115)
frame14583.png;(106, 128)
frame14587.png;(78, 118)
frame14593.png;(77, 119)
frame14578.png;(107, 118)
frame14544.png;(120, 123)
frame14550.png;(163, 127)
frame14961.png;(115, 141)
frame14785.png;(91, 148)
frame14791.png;(108, 126)
frame14949.png;(107, 142)
frame14746.png;(100, 93)
frame14752.png;(75, 120)
frame14815.png;(83, 111)
frame14801.png;(113, 122)
frame14829.png;(97, 123)
frame14632.png;(100, 105)
frame14626.png;(104, 104)
frame14395.png;(158, 89)
frame14381.png;(107, 98)
frame14418.png;(158, 92)
frame14430.png;(129, 115)
frame14356.png;(124, 101)
frame14342.png;(112, 101)
frame14424.png;(98, 106)
frame14343.png;(103, 105)
frame14425.png;(94, 107)
frame14431.png;(128, 114)
frame14357.png;(122, 95)
frame14419.png;(150, 99)
frame14380.png;(109, 95)
frame14394.png;(159, 90)
frame14627.png;(103, 101)
frame14633.png;(113, 104)
frame14828.png;(97, 122)
frame14800.png;(106, 120)
frame14814.png;(82, 121)
frame14753.png;(69, 120)
frame14747.png;(99, 90)
frame14948.png;(93, 138)
frame14790.png;(99, 128)
frame14784.png;(102, 154)
frame14960.png;(118, 136)
frame14551.png;(180, 124)
frame14545.png;(101, 127)
frame14579.png;(104, 117)
frame14592.png;(75, 119)
frame14586.png;(83, 118)
frame14590.png;(72, 123)
frame14584.png;(91, 120)
frame14553.png;(185, 130)
frame14547.png;(103, 113)
frame14962.png;(166, 140)
frame14792.png;(92, 123)
frame14786.png;(93, 142)
frame14779.png;(111, 138)
frame14751.png;(76, 122)
frame14745.png;(103, 95)
frame14802.png;(120, 127)
frame14816.png;(83, 108)
frame14619.png;(104, 102)
frame14625.png;(92, 106)
frame14631.png;(103, 104)
frame14382.png;(108, 98)
frame14396.png;(158, 90)
frame14369.png;(137, 100)
frame14427.png;(88, 110)
frame14341.png;(124, 95)
frame14355.png;(116, 100)
frame14433.png;(100, 112)
frame14354.png;(123, 99)
frame14432.png;(110, 119)
frame14426.png;(90, 109)
frame14340.png;(126, 95)
frame14368.png;(129, 97)
frame14397.png;(162, 95)
frame14383.png;(119, 104)
frame14630.png;(121, 106)
frame14624.png;(102, 112)
frame14618.png;(91, 107)
frame14817.png;(90, 107)
frame14803.png;(113, 128)
frame14744.png;(113, 98)
frame14750.png;(86, 113)
frame14778.png;(112, 137)
frame14787.png;(105, 138)
frame14793.png;(94, 123)
frame14963.png;(177, 136)
frame14546.png;(101, 112)
frame14552.png;(180, 127)
frame14585.png;(85, 118)
frame14591.png;(72, 123)
frame14535.png;(156, 96)
frame14521.png;(147, 95)
frame14509.png;(118, 98)
frame14938.png;(95, 124)
frame14910.png;(119, 127)
frame14904.png;(125, 126)
frame14737.png;(101, 115)
frame14723.png;(130, 96)
frame14858.png;(98, 113)
frame14680.png;(78, 123)
frame14694.png;(120, 115)
frame14864.png;(94, 114)
frame14870.png;(134, 129)
frame14643.png;(123, 92)
frame14657.png;(187, 51)
frame14482.png;(101, 101)
frame14496.png;(97, 100)
frame14441.png;(94, 126)
frame14455.png;(96, 113)
frame14469.png;(86, 114)
frame14468.png;(90, 113)
frame14454.png;(93, 117)
frame14440.png;(92, 122)
frame14497.png;(102, 104)
frame14483.png;(116, 123)
frame14656.png;(184, 51)
frame14642.png;(85, 98)
frame14871.png;(138, 123)
frame14865.png;(124, 121)
frame14695.png;(135, 120)
frame14681.png;(80, 126)
frame14859.png;(88, 116)
frame14722.png;(127, 92)
frame14736.png;(90, 115)
frame14905.png;(127, 127)
frame14911.png;(123, 129)
frame14939.png;(108, 133)
frame14508.png;(119, 100)
