file;p
frame13205.png;(184, 127)
frame13211.png;(183, 127)
frame13007.png;(169, 117)
frame13013.png;(158, 116)
frame13198.png;(179, 126)
frame13173.png;(188, 123)
frame13167.png;(187, 110)
frame13166.png;(185, 111)
frame13172.png;(186, 124)
frame13199.png;(183, 125)
frame13012.png;(163, 115)
frame13006.png;(161, 118)
frame13210.png;(185, 127)
frame13192.png;(182, 126)
frame13033.png;(156, 121)
frame13023.png;(159, 121)
frame13187.png;(185, 126)
frame13070.png;(166, 124)
frame13129.png;(189, 120)
frame13206.png;(185, 126)
frame13076.png;(159, 125)
frame13156.png;(187, 115)
frame13165.png;(182, 111)
frame13216.png;(182, 126)
frame13032.png;(157, 121)
frame13108.png;(179, 119)
frame13193.png;(182, 125)
frame13195.png;(178, 126)
frame13055.png;(161, 124)
frame13119.png;(188, 120)
frame13162.png;(185, 113)
frame13179.png;(180, 126)
frame13035.png;(152, 122)
frame13059.png;(160, 124)
frame13117.png;(186, 121)
frame13228.png;(188, 124)
frame13143.png;(184, 122)
frame13208.png;(188, 126)
frame13093.png;(162, 125)
frame13060.png;(159, 124)
frame13063.png;(160, 125)
frame13226.png;(186, 121)
frame13021.png;(159, 121)
frame13159.png;(181, 108)
frame13169.png;(180, 118)
frame13127.png;(188, 121)
frame13213.png;(183, 128)
frame13230.png;(183, 125)
frame13004.png;(137, 117)
frame13126.png;(189, 121)
frame13133.png;(187, 121)
frame13089.png;(160, 126)
frame13231.png;(187, 126)
frame13100.png;(174, 117)
frame13185.png;(184, 126)
frame13064.png;(161, 124)
frame13201.png;(183, 125)
frame13073.png;(159, 125)
frame13008.png;(174, 117)
frame13081.png;(161, 125)
frame13149.png;(184, 123)
frame13099.png;(168, 116)
frame13106.png;(180, 117)
frame13036.png;(152, 122)
frame13040.png;(156, 122)
frame13068.png;(163, 124)
frame13177.png;(182, 121)
frame13054.png;(162, 124)
frame13086.png;(161, 125)
frame13152.png;(187, 104)
frame13219.png;(180, 122)
frame13202.png;(183, 126)
frame13171.png;(183, 118)
frame13024.png;(147, 120)
frame13140.png;(185, 123)
frame13080.png;(159, 126)
frame13084.png;(161, 125)
frame13042.png;(156, 123)
frame13009.png;(170, 117)
frame13229.png;(186, 124)
frame13028.png;(156, 121)
frame13142.png;(184, 122)
frame13003.png;(168, 119)
frame13164.png;(174, 104)
frame13115.png;(185, 120)
frame13144.png;(184, 123)
