file;p
frame3562.png;(235, 111)
frame3576.png;(231, 91)
frame3589.png;(249, 71)
frame3760.png;(171, 145)
frame3774.png;(177, 126)
frame3748.png;(172, 157)
frame3614.png;(227, 115)
frame3600.png;(238, 73)
frame3601.png;(242, 76)
frame3615.png;(215, 112)
frame3749.png;(173, 156)
frame3775.png;(177, 125)
frame3761.png;(173, 142)
frame3588.png;(248, 71)
frame3577.png;(223, 92)
frame3563.png;(233, 107)
frame3575.png;(232, 92)
frame3561.png;(227, 112)
frame3549.png;(226, 99)
frame3777.png;(173, 125)
frame3763.png;(174, 138)
frame3788.png;(177, 109)
frame3603.png;(218, 85)
frame3617.png;(211, 109)
frame3616.png;(211, 109)
frame3602.png;(243, 80)
frame3789.png;(174, 106)
frame3762.png;(174, 140)
frame3776.png;(175, 125)
frame3548.png;(229, 102)
frame3560.png;(219, 106)
frame3574.png;(237, 92)
frame3558.png;(218, 97)
frame3570.png;(216, 93)
frame3564.png;(229, 104)
frame3772.png;(178, 128)
frame3766.png;(174, 135)
frame3799.png;(172, 92)
frame3606.png;(248, 81)
frame3612.png;(223, 112)
frame3809.png;(171, 91)
frame3808.png;(172, 90)
frame3613.png;(226, 117)
frame3607.png;(228, 79)
frame3798.png;(174, 91)
frame3767.png;(175, 135)
frame3773.png;(179, 127)
frame3565.png;(228, 102)
frame3571.png;(217, 92)
frame3559.png;(217, 100)
frame3567.png;(224, 96)
frame3573.png;(216, 92)
frame3598.png;(237, 73)
frame3759.png;(172, 148)
frame3765.png;(172, 135)
frame3771.png;(176, 129)
frame3611.png;(220, 99)
frame3605.png;(221, 83)
frame3604.png;(224, 86)
frame3610.png;(218, 96)
frame3770.png;(177, 130)
frame3764.png;(173, 138)
frame3758.png;(176, 148)
frame3599.png;(235, 74)
frame3572.png;(216, 93)
frame3566.png;(227, 99)
frame3703.png;(173, 161)
frame3717.png;(182, 167)
frame3716.png;(177, 170)
frame3702.png;(196, 153)
frame3714.png;(171, 170)
frame3700.png;(172, 152)
frame3728.png;(185, 172)
frame3729.png;(181, 169)
frame3701.png;(199, 152)
frame3715.png;(171, 171)
frame3739.png;(175, 163)
frame3711.png;(176, 165)
frame3705.png;(174, 162)
frame3704.png;(190, 160)
frame3710.png;(177, 162)
frame3738.png;(179, 164)
frame3706.png;(167, 163)
frame3712.png;(205, 166)
frame3699.png;(173, 153)
frame3698.png;(222, 151)
frame3667.png;(204, 97)
frame3713.png;(181, 165)
frame3707.png;(169, 162)
frame3722.png;(187, 171)
frame3736.png;(182, 172)
frame3695.png;(211, 153)
frame3681.png;(192, 119)
frame3680.png;(190, 117)
frame3694.png;(222, 152)
frame3737.png;(181, 168)
frame3723.png;(189, 172)
frame3735.png;(182, 174)
frame3721.png;(187, 172)
frame3709.png;(175, 163)
frame3696.png;(189, 152)
frame3708.png;(174, 162)
frame3720.png;(185, 172)
frame3734.png;(184, 177)
frame3718.png;(184, 167)
frame3730.png;(176, 168)
frame3724.png;(187, 173)
frame3679.png;(191, 112)
frame3725.png;(188, 174)
frame3731.png;(177, 168)
frame3719.png;(183, 169)
frame3727.png;(186, 171)
frame3733.png;(182, 177)
frame3732.png;(180, 176)
frame3726.png;(184, 173)
frame3557.png;(219, 96)
frame3580.png;(230, 87)
frame3594.png;(237, 71)
frame3741.png;(172, 163)
frame3755.png;(175, 150)
frame3769.png;(175, 132)
frame3782.png;(171, 119)
frame3796.png;(182, 92)
frame3621.png;(205, 113)
frame3609.png;(220, 93)
frame3812.png;(174, 89)
frame3806.png;(174, 89)
frame3807.png;(173, 91)
frame3813.png;(176, 88)
frame3608.png;(218, 82)
frame3620.png;(210, 110)
frame3797.png;(177, 91)
frame3783.png;(171, 120)
frame3768.png;(177, 132)
frame3754.png;(174, 150)
frame3740.png;(174, 164)
frame3595.png;(237, 72)
frame3581.png;(227, 81)
frame3556.png;(221, 96)
frame3542.png;(231, 112)
frame3554.png;(221, 99)
frame3568.png;(219, 95)
frame3597.png;(237, 72)
frame3583.png;(225, 75)
frame3756.png;(175, 149)
frame3742.png;(172, 163)
frame3795.png;(184, 95)
frame3781.png;(168, 121)
frame3622.png;(202, 116)
frame3636.png;(201, 137)
frame3805.png;(174, 90)
frame3811.png;(175, 89)
frame3810.png;(174, 91)
frame3804.png;(175, 92)
frame3637.png;(201, 135)
frame3780.png;(169, 120)
frame3794.png;(186, 94)
frame3743.png;(169, 161)
frame3757.png;(176, 149)
frame3582.png;(226, 79)
frame3596.png;(236, 71)
frame3569.png;(217, 94)
frame3541.png;(234, 113)
frame3555.png;(220, 98)
frame3579.png;(233, 89)
frame3551.png;(224, 100)
frame3545.png;(232, 106)
frame3592.png;(241, 70)
frame3586.png;(247, 72)
frame3753.png;(175, 152)
frame3747.png;(172, 157)
frame3790.png;(174, 104)
frame3784.png;(172, 118)
frame3800.png;(173, 93)
frame3814.png;(175, 91)
frame3801.png;(172, 94)
frame3785.png;(174, 113)
frame3791.png;(174, 101)
frame3746.png;(171, 158)
frame3752.png;(174, 152)
frame3587.png;(251, 71)
frame3593.png;(239, 72)
frame3544.png;(231, 110)
frame3550.png;(225, 98)
frame3578.png;(229, 92)
frame3546.png;(233, 105)
frame3552.png;(222, 100)
frame3585.png;(249, 72)
frame3591.png;(243, 69)
frame3778.png;(171, 124)
frame3744.png;(172, 157)
frame3750.png;(174, 154)
frame3787.png;(177, 111)
frame3793.png;(182, 97)
frame3618.png;(210, 109)
frame3619.png;(212, 108)
frame3792.png;(175, 99)
frame3786.png;(174, 112)
frame3751.png;(174, 153)
frame3745.png;(173, 158)
frame3779.png;(169, 122)
frame3590.png;(246, 72)
frame3584.png;(219, 75)
frame3553.png;(222, 100)
frame3547.png;(231, 103)
frame3684.png;(213, 118)
frame3673.png;(199, 100)
frame3651.png;(208, 117)
frame3539.png;(232, 122)
frame3686.png;(229, 128)
frame3624.png;(201, 127)
frame3683.png;(209, 116)
frame3660.png;(207, 107)
frame3664.png;(205, 104)
frame3653.png;(210, 116)
frame3630.png;(214, 160)
frame3529.png;(207, 165)
frame3629.png;(233, 167)
frame3665.png;(204, 103)
frame3626.png;(207, 135)
frame3530.png;(211, 167)
frame3692.png;(198, 146)
frame3635.png;(203, 140)
frame3676.png;(199, 106)
frame3532.png;(214, 160)
frame3528.png;(206, 161)
frame3641.png;(201, 132)
frame3648.png;(208, 121)
frame3642.png;(201, 132)
frame3678.png;(195, 110)
frame3623.png;(201, 120)
frame3659.png;(209, 110)
frame3537.png;(234, 134)
frame3533.png;(216, 154)
frame3655.png;(210, 115)
frame3675.png;(199, 102)
frame3647.png;(206, 124)
frame3656.png;(211, 114)
frame3663.png;(206, 105)
frame3672.png;(198, 99)
frame3650.png;(209, 117)
frame3666.png;(205, 102)
frame3633.png;(204, 144)
frame3654.png;(210, 116)
frame3674.png;(199, 102)
frame3531.png;(212, 164)
frame3627.png;(210, 144)
frame3534.png;(218, 153)
frame3639.png;(200, 134)
frame3669.png;(203, 100)
frame3682.png;(206, 116)
frame3628.png;(211, 154)
frame3540.png;(235, 117)
frame3643.png;(203, 130)
frame3649.png;(208, 119)
frame3689.png;(246, 156)
frame3670.png;(202, 98)
frame3640.png;(202, 132)
frame3803.png;(175, 93)
frame3688.png;(218, 156)
frame3625.png;(206, 130)
frame3693.png;(196, 149)
frame3646.png;(208, 128)
frame3652.png;(210, 114)
frame3657.png;(214, 112)
frame3677.png;(197, 108)
frame3644.png;(206, 129)
frame3671.png;(200, 99)
frame3685.png;(216, 118)
frame3690.png;(224, 155)
frame3697.png;(195, 152)
frame3543.png;(230, 112)
frame3645.png;(207, 129)
frame3631.png;(209, 154)
frame3536.png;(229, 140)
frame3638.png;(200, 134)
frame3538.png;(236, 129)
frame3634.png;(202, 142)
frame3668.png;(203, 100)
frame3632.png;(205, 148)
frame3662.png;(206, 106)
frame3658.png;(212, 112)
frame3691.png;(219, 147)
frame3661.png;(207, 105)
frame3802.png;(174, 94)
frame3687.png;(223, 147)
frame3535.png;(223, 148)
