file;p
frame5663.png;(148, 81)
frame5494.png;(158, 90)
frame5798.png;(125, 77)
frame5160.png;(110, 150)
frame4838.png;(106, 218)
frame5286.png;(121, 89)
frame5760.png;(123, 82)
frame5780.png;(131, 77)
frame5644.png;(152, 91)
frame5796.png;(124, 76)
frame5495.png;(158, 92)
frame5766.png;(121, 80)
frame5550.png;(168, 97)
frame5515.png;(161, 87)
frame5569.png;(163, 80)
frame4840.png;(108, 218)
frame5655.png;(142, 79)
frame5552.png;(173, 105)
frame4828.png;(103, 209)
frame5213.png;(128, 147)
frame5694.png;(148, 71)
frame5732.png;(162, 85)
frame5525.png;(166, 92)
frame5524.png;(166, 90)
frame5527.png;(161, 89)
frame5557.png;(169, 97)
frame4944.png;(182, 168)
frame5603.png;(161, 94)
frame5185.png;(113, 146)
frame5785.png;(116, 65)
frame4927.png;(166, 191)
frame5605.png;(153, 92)
frame5219.png;(126, 140)
frame5235.png;(120, 127)
frame4882.png;(196, 202)
frame5241.png;(122, 123)
frame5503.png;(153, 80)
frame5701.png;(169, 90)
frame5307.png;(124, 88)
frame5221.png;(128, 138)
frame5574.png;(168, 79)
frame5570.png;(161, 78)
frame5584.png;(164, 100)
frame5787.png;(114, 61)
frame5253.png;(118, 111)
frame5723.png;(145, 75)
frame5679.png;(147, 82)
frame5710.png;(155, 93)
frame5227.png;(124, 135)
frame4907.png;(223, 190)
frame5142.png;(98, 122)
frame5578.png;(173, 76)
frame4892.png;(203, 191)
frame5618.png;(163, 94)
frame4887.png;(205, 196)
frame5795.png;(125, 75)
frame5767.png;(115, 81)
frame5741.png;(149, 99)
frame4833.png;(122, 212)
frame5140.png;(107, 121)
frame5704.png;(156, 102)
frame4884.png;(199, 201)
frame4895.png;(199, 194)
frame5616.png;(166, 100)
frame5773.png;(130, 91)
frame5498.png;(154, 89)
frame5192.png;(114, 143)
frame5722.png;(141, 75)
frame5164.png;(117, 151)
frame5590.png;(157, 103)
frame5191.png;(118, 143)
frame5554.png;(174, 103)
frame5261.png;(126, 119)
frame4889.png;(204, 191)
frame5799.png;(123, 76)
frame4909.png;(214, 192)
frame5758.png;(122, 83)
