file;p
frame8911.png;(74, 138)
frame8912.png;(98, 152)
frame8913.png;(58, 162)
frame8914.png;(149, 85)
frame8915.png;(145, 112)
frame8916.png;(153, 140)
frame8917.png;(105, 123)
frame8918.png;(107, 148)
frame8919.png;(104, 70)
frame8920.png;(128, 94)
frame8921.png;(161, 94)
frame8922.png;(141, 130)
frame8923.png;(134, 88)
frame8924.png;(43, 85)
frame8925.png;(101, 144)
frame8926.png;(61, 120)
frame8927.png;(87, 91)
frame8928.png;(120, 131)
frame8929.png;(103, 97)
frame8930.png;(134, 123)
frame8931.png;(158, 139)
frame8932.png;(129, 112)
frame8933.png;(109, 146)
frame8934.png;(109, 92)
frame8935.png;(124, 141)
frame8936.png;(74, 172)
frame8937.png;(152, 98)
frame8938.png;(157, 154)
frame8939.png;(150, 98)
frame8940.png;(68, 119)
frame8941.png;(114, 113)
frame8942.png;(89, 142)
frame8943.png;(106, 109)
frame8944.png;(87, 91)
frame8945.png;(59, 121)
frame8946.png;(125, 110)
frame8947.png;(173, 85)
frame8948.png;(149, 129)
frame8949.png;(75, 86)
frame8950.png;(82, 95)
frame8951.png;(157, 73)
frame8952.png;(138, 90)
frame8953.png;(71, 108)
frame8954.png;(91, 150)
frame8955.png;(128, 82)
frame8956.png;(150, 148)
frame8957.png;(142, 117)
frame8958.png;(91, 96)
frame8959.png;(118, 137)
frame8960.png;(114, 100)
frame8961.png;(92, 84)
frame8962.png;(125, 133)
frame8963.png;(86, 155)
frame8964.png;(123, 96)
frame8965.png;(140, 132)
frame8966.png;(156, 119)
frame8967.png;(114, 132)
frame8968.png;(105, 158)
frame8969.png;(84, 158)
frame8970.png;(90, 146)
frame8971.png;(112, 111)
frame8972.png;(173, 127)
frame8973.png;(144, 97)
frame8974.png;(63, 173)
frame8975.png;(99, 91)
frame8976.png;(82, 127)
frame8977.png;(153, 158)
frame8978.png;(134, 177)
frame8979.png;(126, 161)
frame8980.png;(136, 171)
frame8981.png;(154, 155)
frame8982.png;(146, 84)
frame8983.png;(134, 160)
frame8984.png;(133, 162)
frame8985.png;(121, 82)
frame8986.png;(143, 67)
frame8987.png;(159, 74)
frame8988.png;(141, 159)
frame8989.png;(138, 80)
frame8990.png;(146, 83)
frame8991.png;(148, 146)
frame8992.png;(110, 158)
frame8993.png;(157, 168)
frame8994.png;(97, 165)
frame8995.png;(138, 154)
frame8996.png;(96, 154)
frame8997.png;(116, 105)
frame8998.png;(137, 169)
frame8999.png;(135, 165)
frame9000.png;(122, 180)
frame9001.png;(144, 169)
frame9002.png;(84, 149)
frame9003.png;(119, 115)
frame9004.png;(120, 115)
frame9005.png;(95, 168)
frame9006.png;(144, 170)
frame9007.png;(136, 66)
frame9008.png;(143, 164)
frame9009.png;(132, 165)
frame9010.png;(161, 141)
frame9011.png;(137, 159)
frame9012.png;(133, 174)
frame9013.png;(110, 159)
frame9014.png;(107, 159)
frame9015.png;(142, 173)
frame9016.png;(140, 152)
frame9017.png;(146, 173)
frame9018.png;(136, 109)
frame9019.png;(125, 41)
frame9020.png;(157, 73)
frame9021.png;(135, 73)
frame9022.png;(109, 58)
frame9023.png;(131, 80)
frame9024.png;(141, 172)
frame9025.png;(137, 159)
frame9026.png;(90, 105)
frame9027.png;(99, 138)
frame9028.png;(67, 71)
frame9029.png;(141, 165)
frame9030.png;(135, 148)
frame9031.png;(145, 98)
frame9032.png;(151, 125)
frame9033.png;(159, 108)
frame9034.png;(116, 99)
frame9035.png;(107, 89)
frame9036.png;(150, 95)
frame9037.png;(129, 66)
frame9038.png;(169, 170)
frame9039.png;(157, 159)
frame9040.png;(107, 165)
frame9041.png;(104, 132)
frame9042.png;(156, 157)
frame9043.png;(135, 124)
frame9044.png;(143, 129)
frame9045.png;(173, 153)
frame9046.png;(163, 149)
frame9047.png;(78, 81)
frame9048.png;(91, 153)
frame9049.png;(88, 146)
frame9050.png;(63, 129)
frame9051.png;(100, 142)
frame9052.png;(94, 101)
frame9053.png;(86, 53)
frame9054.png;(89, 161)
frame9055.png;(140, 145)
frame9056.png;(160, 65)
frame9057.png;(137, 87)
frame9058.png;(143, 105)
frame9059.png;(127, 115)
frame9060.png;(130, 123)
frame9061.png;(122, 143)
frame9062.png;(133, 99)
frame9063.png;(150, 80)
frame9064.png;(163, 148)
frame9065.png;(140, 122)
frame9066.png;(144, 118)
frame9067.png;(117, 133)
frame9068.png;(132, 142)
frame9069.png;(137, 137)
frame9070.png;(101, 91)
frame9071.png;(76, 168)
frame9072.png;(99, 128)
frame9073.png;(69, 120)
frame9074.png;(104, 129)
frame9075.png;(82, 155)
frame9076.png;(91, 91)
frame9077.png;(85, 85)
frame9078.png;(62, 147)
frame9079.png;(56, 58)
frame9080.png;(154, 68)
