file;valid;p1;p2;dist
frame756.png;0;-1;-1;-1
frame742.png;1;(173, 41);(111, 72);69.3
frame795.png;0;-1;-1;-1
frame781.png;0;-1;-1;-1
frame959.png;0;-1;-1;-1
frame971.png;0;-1;-1;-1
frame965.png;0;-1;-1;-1
frame232.png;1;(186, 167);(185, 168);1.4
frame1177.png;1;(125, 94);(126, 94);1.0
frame554.png;1;(180, 91);(163, 106);22.7
frame540.png;1;(173, 112);(155, 126);22.8
frame1163.png;1;(135, 92);(138, 91);3.2
frame226.png;1;(203, 159);(196, 164);8.6
frame568.png;1;(182, 93);(165, 105);20.8
frame597.png;1;(171, 86);(133, 104);42.0
frame583.png;1;(183, 94);(174, 105);14.2
frame1188.png;1;(127, 94);(138, 93);11.0
frame1003.png;0;-1;-1;-1
frame346.png;1;(165, 184);(162, 184);3.0
frame420.png;0;-1;-1;-1
frame434.png;0;-1;-1;-1
frame352.png;0;-1;-1;-1
frame1017.png;0;-1;-1;-1
frame408.png;1;(121, 33);(82, 45);40.8
frame385.png;0;-1;-1;-1
frame391.png;0;-1;-1;-1
frame622.png;1;(170, 104);(166, 106);4.5
frame1201.png;0;-1;-1;-1
frame144.png;1;(147, 162);(145, 159);3.6
frame150.png;1;(144, 167);(143, 166);1.4
frame636.png;1;(190, 92);(182, 93);8.1
frame52.png;0;-1;-1;-1
frame178.png;1;(166, 156);(161, 157);5.1
frame46.png;0;-1;-1;-1
frame839.png;0;-1;-1;-1
frame187.png;1;(168, 181);(167, 178);3.2
frame193.png;1;(165, 203);(164, 200);3.2
frame805.png;1;(170, 47);(116, 69);58.3
frame91.png;1;(139, 146);(128, 148);11.2
frame811.png;1;(174, 46);(126, 68);52.8
frame85.png;1;(138, 137);(119, 142);19.6
frame84.png;1;(138, 134);(121, 139);17.7
frame810.png;1;(170, 46);(122, 67);52.4
frame90.png;1;(152, 142);(138, 147);14.9
frame804.png;1;(170, 46);(115, 70);60.0
frame192.png;1;(162, 195);(161, 194);1.4
frame838.png;0;-1;-1;-1
frame186.png;1;(163, 180);(161, 179);2.2
frame47.png;0;-1;-1;-1
frame53.png;0;-1;-1;-1
frame179.png;1;(168, 167);(167, 168);1.4
frame151.png;1;(140, 170);(139, 170);1.0
frame637.png;1;(194, 98);(173, 99);21.0
frame623.png;1;(175, 105);(170, 106);5.1
frame145.png;1;(143, 163);(142, 162);1.4
frame1200.png;0;-1;-1;-1
frame390.png;0;-1;-1;-1
frame384.png;0;-1;-1;-1
frame409.png;1;(132, 30);(106, 35);26.5
frame435.png;0;-1;-1;-1
frame1016.png;0;-1;-1;-1
frame353.png;1;(133, 90);(100, 91);33.0
frame347.png;1;(159, 187);(157, 186);2.2
frame1002.png;0;-1;-1;-1
frame421.png;0;-1;-1;-1
frame1189.png;1;(129, 95);(131, 94);2.2
frame582.png;1;(182, 95);(174, 106);13.6
frame596.png;1;(179, 95);(152, 114);33.0
frame569.png;1;(180, 94);(166, 106);18.4
frame541.png;1;(174, 105);(153, 120);25.8
frame227.png;1;(209, 150);(202, 159);11.4
frame1162.png;1;(135, 93);(140, 92);5.1
frame1176.png;1;(132, 95);(136, 93);4.5
frame233.png;1;(175, 167);(172, 165);3.6
frame555.png;1;(184, 92);(167, 106);22.0
frame964.png;0;-1;-1;-1
frame970.png;0;-1;-1;-1
frame958.png;0;-1;-1;-1
frame780.png;0;-1;-1;-1
frame794.png;0;-1;-1;-1
frame743.png;1;(172, 46);(114, 75);64.8
frame757.png;0;-1;-1;-1
frame999.png;0;-1;-1;-1
frame741.png;1;(174, 37);(109, 67);71.6
frame755.png;0;-1;-1;-1
frame769.png;1;(183, 43);(142, 63);45.6
frame782.png;0;-1;-1;-1
frame796.png;0;-1;-1;-1
frame966.png;0;-1;-1;-1
frame972.png;0;-1;-1;-1
frame1160.png;1;(135, 91);(141, 90);6.1
frame225.png;1;(186, 170);(182, 173);5.0
frame543.png;1;(176, 101);(156, 118);26.2
frame557.png;1;(183, 100);(163, 115);25.0
frame231.png;1;(189, 160);(187, 160);2.0
frame1174.png;1;(131, 96);(134, 95);3.2
frame219.png;1;(179, 173);(177, 174);2.2
frame1148.png;1;(134, 94);(138, 93);4.1
frame580.png;1;(187, 94);(179, 107);15.3
frame594.png;1;(184, 95);(170, 106);17.8
frame351.png;0;-1;-1;-1
frame1014.png;0;-1;-1;-1
frame437.png;0;-1;-1;-1
frame423.png;0;-1;-1;-1
frame1000.png;0;-1;-1;-1
frame345.png;1;(165, 183);(162, 183);3.0
frame1028.png;0;-1;-1;-1
frame379.png;0;-1;-1;-1
frame392.png;0;-1;-1;-1
frame386.png;0;-1;-1;-1
frame635.png;1;(193, 92);(177, 93);16.0
frame79.png;0;-1;-1;-1
frame153.png;1;(138, 167);(137, 165);2.2
frame1202.png;0;-1;-1;-1
frame147.png;1;(146, 166);(144, 165);2.2
frame621.png;1;(167, 103);(158, 105);9.2
frame45.png;0;-1;-1;-1
frame609.png;1;(190, 108);(183, 109);7.1
frame51.png;0;-1;-1;-1
frame190.png;1;(162, 187);(161, 187);1.0
frame184.png;1;(162, 173);(161, 172);1.4
frame812.png;0;-1;-1;-1
frame86.png;0;-1;-1;-1
frame806.png;1;(170, 47);(115, 69);59.2
frame92.png;1;(141, 143);(135, 144);6.1
frame93.png;1;(147, 134);(136, 137);11.4
frame807.png;1;(169, 47);(113, 67);59.5
frame87.png;1;(143, 141);(123, 148);21.2
frame813.png;0;-1;-1;-1
frame185.png;1;(160, 177);(158, 176);2.2
frame191.png;1;(160, 196);(159, 194);2.2
frame50.png;0;-1;-1;-1
frame608.png;1;(189, 109);(185, 111);4.5
frame44.png;0;-1;-1;-1
frame146.png;1;(149, 164);(148, 162);2.2
frame1203.png;0;-1;-1;-1
frame620.png;1;(178, 101);(172, 104);6.7
frame78.png;0;-1;-1;-1
frame634.png;1;(193, 93);(178, 93);15.0
frame152.png;1;(137, 171);(136, 170);1.4
frame387.png;0;-1;-1;-1
frame393.png;0;-1;-1;-1
frame378.png;0;-1;-1;-1
frame1029.png;0;-1;-1;-1
frame422.png;0;-1;-1;-1
frame344.png;1;(163, 188);(161, 188);2.0
frame1001.png;0;-1;-1;-1
frame1015.png;0;-1;-1;-1
frame350.png;0;-1;-1;-1
frame436.png;0;-1;-1;-1
frame595.png;1;(184, 96);(168, 111);21.9
frame581.png;1;(188, 95);(177, 106);15.6
frame1149.png;1;(134, 92);(137, 92);3.0
frame218.png;1;(180, 171);(178, 172);2.2
frame556.png;1;(182, 93);(173, 107);16.6
frame1175.png;1;(131, 96);(133, 95);2.2
frame230.png;1;(184, 149);(179, 151);5.4
frame224.png;1;(182, 184);(178, 184);4.0
frame1161.png;1;(136, 93);(138, 92);2.2
frame542.png;1;(174, 101);(153, 117);26.4
frame973.png;0;-1;-1;-1
frame967.png;0;-1;-1;-1
frame797.png;1;(170, 48);(109, 74);66.3
frame783.png;0;-1;-1;-1
frame768.png;1;(182, 43);(145, 64);42.5
frame754.png;0;-1;-1;-1
frame740.png;1;(174, 35);(111, 67);70.7
frame998.png;0;-1;-1;-1
frame778.png;0;-1;-1;-1
frame744.png;1;(172, 44);(112, 73);66.6
frame988.png;0;-1;-1;-1
frame750.png;1;(175, 50);(123, 79);59.5
frame963.png;0;-1;-1;-1
frame977.png;0;-1;-1;-1
frame787.png;0;-1;-1;-1
frame793.png;0;-1;-1;-1
frame1159.png;1;(136, 91);(140, 90);4.1
frame208.png;0;-1;-1;-1
frame546.png;1;(176, 99);(162, 119);24.4
frame1165.png;1;(134, 93);(139, 92);5.1
frame220.png;1;(175, 166);(172, 165);3.2
frame234.png;1;(186, 170);(184, 172);2.8
frame1171.png;1;(131, 97);(136, 93);6.4
frame552.png;1;(178, 93);(158, 111);26.9
frame585.png;1;(181, 92);(170, 105);17.0
frame591.png;1;(184, 96);(169, 109);19.8
frame368.png;0;-1;-1;-1
frame1039.png;1;(126, 97);(162, 88);37.1
frame432.png;0;-1;-1;-1
frame354.png;1;(137, 77);(98, 78);39.0
frame1011.png;0;-1;-1;-1
frame1005.png;0;-1;-1;-1
frame340.png;1;(167, 175);(163, 176);4.1
frame426.png;0;-1;-1;-1
frame397.png;0;-1;-1;-1
frame383.png;0;-1;-1;-1
frame40.png;0;-1;-1;-1
frame54.png;0;-1;-1;-1
frame618.png;1;(183, 111);(175, 113);8.2
