file;valid;p1;p2;dist
frame11837.png;0;-1;-1;-1
frame11838.png;1;(182, 162); (192, 164); 9.2
frame11839.png;1;(144, 143); (153, 144); 9.1
frame11840.png;0;-1;-1;-1
frame11841.png;1;(196, 160); (224, 161); 29.0
frame11842.png;1;(206, 133); (224, 135); 21.1
frame11843.png;0;-1;-1;-1
frame11844.png;1;(234, 2); (259, -9); 28.2
frame11845.png;1;(226, 82); (263, 74); 36.9
frame11846.png;0;-1;-1;-1
frame11847.png;0;-1;-1;-1
frame11848.png;1;(187, 87); (217, 87); 34.0
frame11849.png;0;-1;-1;-1
frame11850.png;1;(166, 91); (173, 89); 6.3
frame11851.png;1;(169, 146); (178, 146); 10.0
frame11852.png;0;-1;-1;-1
frame11853.png;1;(187, 77); (209, 76); 23.0
frame11854.png;0;-1;-1;-1
frame11855.png;0;-1;-1;-1
frame11856.png;1;(148, 93); (155, 90); 7.6
frame11857.png;0;-1;-1;-1
frame11858.png;1;(191, 80); (229, 81); 35.0
frame11859.png;0;-1;-1;-1
frame11860.png;1;(153, 80); (186, 81); 33.0
frame11861.png;0;-1;-1;-1
frame11862.png;1;(159, 165); (226, 167); 64.0
frame11863.png;1;(162, 74); (194, 73); 33.1
frame11864.png;1;(217, 231); (243, 241); 30.1
frame11865.png;1;(181, 143); (193, 141); 12.2
frame11866.png;1;(123, 122); (150, 127); 27.5
frame11867.png;1;(233, 9); (261, 1); 27.2
frame11868.png;1;(189, 88); (208, 86); 20.1
frame11869.png;0;-1;-1;-1
frame11870.png;1;(157, 65); (169, 64); 12.0
frame11871.png;1;(128, 141); (158, 140); 30.0
frame11872.png;0;-1;-1;-1
frame11873.png;1;(182, 127); (189, 129); 7.3
frame11874.png;1;(156, 131); (164, 131); 8.0
frame11875.png;1;(157, 94); (163, 93); 6.1
frame11876.png;1;(143, 80); (166, 81); 21.0
frame11877.png;0;-1;-1;-1
frame11878.png;0;-1;-1;-1
frame11879.png;1;(116, 52); (126, 56); 10.4
frame11880.png;1;(160, 135); (171, 137); 10.2
frame11881.png;0;-1;-1;-1
frame11882.png;1;(215, 158); (261, 159); 44.0
frame11883.png;1;(200, 175); (206, 177); 6.3
frame11884.png;1;(160, 186); (176, 202); 21.9
frame11885.png;0;-1;-1;-1
frame11886.png;1;(173, 91); (182, 89); 9.2
frame11887.png;0;-1;-1;-1
frame11888.png;1;(214, 89); (233, 87); 19.1
frame11889.png;1;(193, 107); (202, 106); 10.0
frame11890.png;1;(99, 41); (162, 12); 66.6
frame11891.png;1;(190, 119); (194, 118); 4.1
frame11892.png;1;(179, 163); (189, 165); 11.2
frame11893.png;1;(164, 142); (191, 140); 28.1
frame11894.png;1;(200, 154); (210, 156); 10.2
frame11895.png;0;-1;-1;-1
frame11896.png;0;-1;-1;-1
frame11897.png;0;-1;-1;-1
frame11898.png;1;(217, 127); (234, 130); 18.2
frame11899.png;1;(150, 162); (182, 162); 31.0
frame11900.png;1;(139, 169); (169, 174); 30.4
frame11901.png;1;(160, 98); (233, 102); 62.2
frame11902.png;1;(206, 166); (214, 168); 8.2
frame11903.png;0;-1;-1;-1
frame11904.png;1;(199, 114); (204, 112); 5.4
frame11905.png;0;-1;-1;-1
frame11906.png;0;-1;-1;-1
frame11907.png;0;-1;-1;-1
frame11908.png;1;(174, 159); (206, 156); 33.1
frame11909.png;1;(166, 78); (173, 78); 8.0
frame11910.png;1;(160, 87); (166, 86); 6.1
frame11911.png;1;(192, 98); (204, 96); 13.2
frame11912.png;1;(95, 49); (134, 32); 47.0
frame11913.png;1;(236, 110); (277, 110); 41.0
frame11914.png;0;-1;-1;-1
frame11915.png;1;(142, 165); (169, 168); 25.2
frame11916.png;1;(132, 51); (165, 37); 34.9
frame11917.png;0;-1;-1;-1
frame11918.png;1;(126, 99); (133, 98); 7.1
frame11919.png;1;(117, 198); (160, 216); 45.6
frame11920.png;1;(173, 69); (190, 70); 18.0
frame11921.png;1;(204, 68); (240, 67); 33.0
frame11922.png;1;(180, 103); (246, 111); 58.5
frame11923.png;1;(193, 219); (211, 226); 20.2
frame11924.png;1;(209, 119); (249, 114); 40.2
frame11925.png;1;(148, 109); (166, 111); 18.1
frame11926.png;1;(112, 217); (163, 248); 57.7
frame11927.png;1;(128, 193); (174, 221); 54.6
frame11928.png;0;-1;-1;-1
frame11929.png;0;-1;-1;-1
frame11930.png;1;(149, 95); (158, 92); 7.3
frame11931.png;1;(203, 109); (236, 111); 29.1
frame11932.png;1;(169, 89); (179, 88); 10.0
frame11933.png;0;-1;-1;-1
frame11934.png;0;-1;-1;-1
frame11935.png;0;-1;-1;-1
frame11936.png;1;(222, 121); (259, 122); 37.0
frame11937.png;0;-1;-1;-1
frame11938.png;1;(168, 81); (202, 83); 32.1
frame11939.png;1;(181, 138); (205, 142); 24.3
frame11940.png;1;(135, 88); (169, 92); 35.2
frame11941.png;1;(200, 149); (232, 151); 36.1
frame11942.png;1;(143, 92); (165, 94); 24.2
frame11943.png;1;(200, 124); (215, 123); 16.0
frame11944.png;1;(124, 30); (160, 18); 35.1
frame11945.png;0;-1;-1;-1
frame11946.png;1;(208, 156); (233, 156); 25.0
frame11947.png;1;(107, 51); (139, 34); 38.9
frame11948.png;0;-1;-1;-1
frame11949.png;0;-1;-1;-1
frame11950.png;1;(203, 85); (247, 84); 38.1
frame11951.png;0;-1;-1;-1
frame11952.png;0;-1;-1;-1
frame11953.png;1;(177, 125); (229, 118); 48.5
frame11954.png;0;-1;-1;-1
frame11955.png;1;(189, 127); (194, 126); 6.1
frame11956.png;0;-1;-1;-1
frame11957.png;1;(197, 114); (297, 97); 87.5
frame11958.png;1;(185, 115); (199, 114); 15.0
frame11959.png;1;(235, 96); (258, 90); 22.8
frame11960.png;0;-1;-1;-1
frame11961.png;0;-1;-1;-1
frame11962.png;1;(209, 229); (236, 245); 30.9
frame11963.png;0;-1;-1;-1
frame11964.png;0;-1;-1;-1
frame11965.png;1;(225, 102); (266, 100); 40.0
frame11966.png;1;(175, 170); (192, 166); 18.2
frame11967.png;1;(153, 159); (184, 161); 32.1
frame11968.png;0;-1;-1;-1
frame11969.png;0;-1;-1;-1
frame11970.png;1;(156, 92); (189, 93); 27.0
frame11971.png;1;(223, 140); (234, 140); 11.0
frame11972.png;1;(178, 79); (198, 79); 19.0
frame11973.png;1;(142, 101); (164, 102); 24.1
frame11974.png;1;(147, 137); (185, 135); 37.1
frame11975.png;0;-1;-1;-1
frame11976.png;0;-1;-1;-1
frame11977.png;1;(199, 143); (214, 146); 15.3
frame11978.png;1;(153, 99); (158, 94); 7.2
frame11979.png;1;(227, 134); (251, 137); 22.2
frame11980.png;1;(115, 42); (140, 27); 29.4
frame11981.png;1;(210, 114); (244, 118); 34.2
frame11982.png;0;-1;-1;-1
frame11983.png;1;(161, 93); (186, 95); 25.1
frame11984.png;1;(162, 139); (173, 138); 12.0
frame11985.png;0;-1;-1;-1
frame11986.png;1;(162, 71); (177, 71); 16.0
frame11987.png;0;-1;-1;-1
frame11988.png;1;(204, 148); (236, 150); 34.1
frame11989.png;1;(200, 62); (209, 60); 8.2
frame11990.png;1;(192, 156); (204, 155); 12.2
frame11991.png;0;-1;-1;-1
frame11992.png;1;(153, 99); (196, 106); 48.4
frame11993.png;1;(145, 146); (158, 145); 13.0
frame11994.png;1;(171, 89); (178, 87); 7.3
frame11995.png;1;(193, 83); (201, 81); 8.2
frame11996.png;1;(154, 110); (178, 111); 28.0
frame11997.png;1;(141, 136); (171, 134); 31.1
frame11998.png;1;(198, 137); (207, 137); 8.0
frame11999.png;1;(165, 160); (179, 160); 13.0
frame12000.png;1;(171, 62); (223, 69); 48.5
frame12001.png;0;-1;-1;-1
frame12002.png;0;-1;-1;-1
frame12003.png;0;-1;-1;-1
frame12004.png;1;(145, 131); (148, 135); 4.5
