file;p
frame13872.png;(-1, -1)
frame13686.png;(246, 138)
frame13916.png;(206, 56)
frame13783.png;(247, 102)
frame13678.png;(-1, -1)
frame13848.png;(243, 75)
frame13656.png;(202, 147)
frame13684.png;(-1, -1)
frame13922.png;(192, 51)
frame13835.png;(217, 68)
frame13817.png;(215, 72)
frame13589.png;(213, 182)
frame13567.png;(-1, -1)
frame13499.png;(143, 146)
frame13904.png;(198, 92)
frame13625.png;(-1, -1)
frame13806.png;(250, 115)
frame13888.png;(193, 141)
frame13503.png;(153, 170)
frame13489.png;(145, 121)
frame13786.png;(238, 95)
frame13751.png;(245, 94)
frame13755.png;(235, 80)
frame13903.png;(205, 72)
frame13889.png;(196, 137)
frame13842.png;(225, 67)
frame13619.png;(-1, -1)
frame13674.png;(-1, -1)
frame13894.png;(169, 125)
frame13900.png;(200, 74)
frame13681.png;(-1, -1)
frame13925.png;(182, 51)
frame13668.png;(-1, -1)
frame13655.png;(209, 154)
frame13597.png;(225, 182)
frame13827.png;(-1, -1)
frame13779.png;(238, 103)
frame13577.png;(204, 203)
frame13782.png;(248, 101)
frame13632.png;(210, 155)
frame13778.png;(243, 105)
frame13823.png;(217, 72)
frame13506.png;(-1, -1)
frame13725.png;(235, 126)
frame13746.png;(-1, -1)
frame13658.png;(222, 153)
frame13785.png;(242, 98)
frame13796.png;(231, 78)
frame13897.png;(183, 97)
frame13490.png;(139, 121)
frame13824.png;(216, 71)
frame13535.png;(128, 220)
frame13538.png;(-1, -1)
frame13650.png;(229, 160)
frame13721.png;(243, 126)
frame13659.png;(230, 159)
frame13876.png;(-1, -1)
frame13500.png;(136, 162)
frame13815.png;(219, 74)
frame13859.png;(249, 85)
frame13844.png;(238, 74)
frame13689.png;(248, 130)
frame13804.png;(249, 120)
frame13541.png;(-1, -1)
frame13679.png;(-1, -1)
frame13670.png;(-1, -1)
frame13709.png;(231, 123)
frame13831.png;(220, 74)
frame13857.png;(247, 81)
frame13493.png;(153, 127)
frame13856.png;(245, 87)
frame13913.png;(221, 62)
frame13890.png;(198, 120)
frame13789.png;(237, 93)
frame13537.png;(129, 228)
frame13708.png;(241, 124)
frame13518.png;(-1, -1)
frame13626.png;(-1, -1)
frame13861.png;(246, 82)
frame13893.png;(178, 147)
frame13685.png;(245, 139)
frame13760.png;(255, 107)
frame13759.png;(251, 105)
frame13869.png;(-1, -1)
frame13828.png;(-1, -1)
frame13885.png;(218, 82)
frame13854.png;(-1, -1)
frame13637.png;(211, 148)
frame13529.png;(138, 198)
frame13832.png;(223, 72)
frame13671.png;(-1, -1)
frame13587.png;(215, 188)
frame13761.png;(-1, -1)
frame13766.png;(242, 86)
frame13773.png;(245, 89)
frame13851.png;(245, 77)
frame13526.png;(-1, -1)
frame13875.png;(-1, -1)
frame13545.png;(140, 221)
frame13675.png;(-1, -1)
frame13763.png;(-1, -1)
frame13620.png;(249, 149)
frame13568.png;(-1, -1)
frame13705.png;(237, 121)
frame13777.png;(246, 105)
frame13702.png;(-1, -1)
frame13792.png;(238, 89)
frame13618.png;(-1, -1)
frame13551.png;(168, 226)
frame13912.png;(219, 61)
frame13624.png;(-1, -1)
frame13770.png;(244, 87)
frame13543.png;(143, 223)
frame13638.png;(197, 144)
frame13627.png;(-1, -1)
frame13703.png;(251, 124)
frame13908.png;(222, 67)
frame13612.png;(-1, -1)
frame13523.png;(-1, -1)
frame13559.png;(-1, -1)
frame13595.png;(220, 177)
frame13645.png;(199, 147)
frame13641.png;(194, 144)
frame13628.png;(-1, -1)
frame13688.png;(247, 133)
frame13816.png;(226, 73)
frame13560.png;(-1, -1)
frame13803.png;(246, 113)
frame13750.png;(244, 101)
frame13630.png;(222, 151)
frame13664.png;(230, 152)
frame13665.png;(235, 145)
frame13536.png;(123, 219)
frame13622.png;(-1, -1)
frame13554.png;(181, 227)
frame13829.png;(214, 79)
frame13898.png;(199, 95)
frame13669.png;(-1, -1)
frame13604.png;(234, 173)
frame13700.png;(247, 138)
frame13565.png;(-1, -1)
frame13891.png;(197, 133)
frame13871.png;(253, 98)
frame13557.png;(-1, -1)
frame13866.png;(-1, -1)
frame13727.png;(226, 120)
frame13863.png;(-1, -1)
frame13879.png;(-1, -1)
frame13599.png;(213, 176)
frame13571.png;(-1, -1)
frame13737.png;(-1, -1)
frame13754.png;(239, 83)
frame13522.png;(-1, -1)
frame13533.png;(133, 203)
frame13598.png;(223, 178)
frame13512.png;(-1, -1)
frame13547.png;(145, 223)
frame13636.png;(211, 155)
frame13920.png;(199, 55)
frame13826.png;(256, 82)
frame13748.png;(239, 100)
frame13895.png;(175, 114)
frame13574.png;(-1, -1)
frame13562.png;(190, 210)
frame13579.png;(206, 204)
frame13852.png;(245, 82)
frame13511.png;(-1, -1)
frame13749.png;(240, 102)
frame13576.png;(210, 202)
frame13780.png;(242, 100)
frame13707.png;(233, 123)
frame13555.png;(187, 226)
frame13666.png;(239, 142)
frame13590.png;(209, 182)
frame13542.png;(149, 231)
frame13505.png;(-1, -1)
frame13860.png;(248, 82)
frame13715.png;(244, 126)
frame13531.png;(141, 195)
frame13509.png;(-1, -1)
frame13516.png;(-1, -1)
frame13582.png;(208, 200)
frame13498.png;(147, 135)
frame13676.png;(-1, -1)
frame13608.png;(-1, -1)
frame13858.png;(252, 82)
frame13776.png;(239, 107)
frame13667.png;(247, 143)
frame13692.png;(244, 129)
frame13677.png;(-1, -1)
frame13596.png;(228, 182)
frame13833.png;(221, 68)
frame13905.png;(209, 82)
frame13736.png;(-1, -1)
frame13756.png;(241, 86)
frame13811.png;(210, 76)
frame13607.png;(223, 159)
frame13491.png;(145, 124)
frame13647.png;(190, 146)
frame13738.png;(-1, -1)
frame13793.png;(240, 86)
frame13693.png;(249, 130)
frame13524.png;(-1, -1)
frame13741.png;(-1, -1)
frame13818.png;(213, 71)
frame13591.png;(210, 181)
frame13899.png;(203, 85)
frame13801.png;(242, 118)
frame13657.png;(210, 147)
frame13528.png;(-1, -1)
frame13825.png;(217, 73)
frame13643.png;(241, 145)
frame13613.png;(-1, -1)
frame13834.png;(217, 68)
frame13585.png;(215, 196)
frame13927.png;(172, 51)
frame13712.png;(249, 129)
frame13884.png;(232, 78)
frame13642.png;(184, 145)
frame13615.png;(229, 163)
frame13699.png;(250, 144)
frame13892.png;(183, 135)
frame13740.png;(-1, -1)
frame13696.png;(236, 125)
frame13697.png;(248, 138)
frame13868.png;(244, 78)
frame13845.png;(242, 73)
frame13878.png;(-1, -1)
frame13765.png;(244, 91)
frame13606.png;(227, 158)
frame13909.png;(220, 68)
frame13775.png;(237, 103)
frame13534.png;(135, 209)
frame13810.png;(218, 80)
frame13710.png;(232, 126)
frame13923.png;(191, 52)
frame13784.png;(246, 99)
frame13633.png;(198, 150)
frame13549.png;(149, 223)
frame13553.png;(175, 228)
frame13732.png;(250, 120)
frame13735.png;(253, 115)
frame13855.png;(248, 92)
frame13849.png;(243, 76)
frame13907.png;(215, 70)
frame13864.png;(250, 85)
frame13654.png;(211, 157)
frame13797.png;(238, 84)
frame13513.png;(-1, -1)
frame13910.png;(220, 72)
frame13915.png;(204, 59)
frame13508.png;(-1, -1)
frame13581.png;(204, 205)
frame13640.png;(184, 142)
frame13687.png;(248, 133)
frame13841.png;(222, 67)
frame13800.png;(243, 111)
frame13787.png;(236, 95)
frame13880.png;(-1, -1)
frame13564.png;(191, 224)
frame13794.png;(232, 83)
frame13527.png;(-1, -1)
frame13691.png;(247, 130)
frame13550.png;(163, 225)
frame13901.png;(202, 74)
frame13722.png;(240, 125)
frame13870.png;(-1, -1)
frame13495.png;(144, 138)
frame13521.png;(-1, -1)
frame13694.png;(246, 130)
frame13644.png;(187, 147)
frame13569.png;(-1, -1)
frame13720.png;(240, 126)
frame13504.png;(-1, -1)
frame13561.png;(208, 215)
frame13578.png;(206, 203)
frame13838.png;(231, 70)
frame13847.png;(242, 76)
frame13807.png;(252, 116)
frame13507.png;(-1, -1)
frame13601.png;(213, 175)
frame13540.png;(147, 233)
frame13881.png;(-1, -1)
frame13836.png;(228, 70)
frame13821.png;(218, 70)
frame13663.png;(229, 154)
frame13690.png;(247, 131)
frame13795.png;(231, 79)
frame13830.png;(219, 74)
frame13621.png;(-1, -1)
frame13695.png;(230, 122)
frame13616.png;(254, 167)
frame13752.png;(241, 87)
frame13717.png;(238, 126)
frame13701.png;(-1, -1)
frame13820.png;(224, 68)
frame13706.png;(232, 122)
frame13583.png;(212, 200)
frame13544.png;(143, 221)
frame13724.png;(240, 123)
frame13733.png;(-1, -1)
frame13704.png;(242, 119)
frame13629.png;(239, 143)
frame13914.png;(215, 61)
frame13682.png;(-1, -1)
frame13764.png;(-1, -1)
frame13588.png;(212, 185)
frame13718.png;(242, 127)
frame13592.png;(221, 182)
frame13662.png;(221, 152)
frame13813.png;(212, 72)
frame13510.png;(-1, -1)
frame13774.png;(245, 92)
frame13877.png;(-1, -1)
frame13734.png;(-1, -1)
frame13762.png;(-1, -1)
frame13896.png;(179, 98)
frame13874.png;(-1, -1)
frame13593.png;(225, 180)
frame13742.png;(-1, -1)
frame13556.png;(193, 227)
frame13611.png;(-1, -1)
frame13769.png;(238, 84)
frame13584.png;(216, 196)
frame13799.png;(244, 98)
frame13614.png;(-1, -1)
frame13492.png;(157, 123)
frame13660.png;(226, 153)
frame13603.png;(235, 178)
frame13631.png;(213, 154)
frame13850.png;(244, 76)
frame13726.png;(231, 121)
frame13867.png;(-1, -1)
frame13634.png;(205, 147)
frame13519.png;(-1, -1)
frame13819.png;(223, 68)
frame13573.png;(-1, -1)
frame13602.png;(229, 175)
frame13911.png;(218, 65)
frame13921.png;(197, 53)
frame13517.png;(-1, -1)
frame13575.png;(227, 199)
frame13918.png;(205, 56)
frame13514.png;(-1, -1)
frame13698.png;(254, 139)
frame13814.png;(212, 72)
frame13924.png;(189, 51)
frame13846.png;(244, 76)
frame13713.png;(248, 129)
frame13753.png;(240, 86)
frame13808.png;(247, 105)
frame13673.png;(-1, -1)
frame13605.png;(211, 161)
frame13743.png;(-1, -1)
frame13739.png;(-1, -1)
frame13730.png;(247, 124)
frame13652.png;(214, 150)
frame13837.png;(232, 70)
frame13661.png;(221, 149)
frame13680.png;(-1, -1)
frame13802.png;(244, 116)
frame13651.png;(224, 158)
frame13600.png;(212, 177)
frame13809.png;(229, 88)
frame13758.png;(-1, -1)
frame13757.png;(244, 92)
frame13822.png;(216, 71)
frame13768.png;(234, 84)
frame13639.png;(189, 142)
frame13714.png;(245, 126)
frame13865.png;(-1, -1)
frame13635.png;(216, 147)
frame13745.png;(247, 107)
frame13546.png;(145, 222)
frame13767.png;(238, 89)
frame13728.png;(232, 122)
frame13862.png;(242, 82)
frame13873.png;(-1, -1)
frame13843.png;(234, 70)
frame13906.png;(214, 74)
frame13609.png;(-1, -1)
frame13610.png;(-1, -1)
frame13494.png;(147, 128)
frame13648.png;(202, 147)
frame13502.png;(151, 166)
frame13772.png;(246, 88)
frame13919.png;(201, 55)
frame13729.png;(244, 125)
frame13887.png;(190, 134)
frame13520.png;(-1, -1)
frame13548.png;(146, 221)
frame13563.png;(175, 214)
frame13812.png;(210, 76)
frame13839.png;(227, 72)
frame13653.png;(214, 160)
frame13649.png;(202, 146)
frame13646.png;(203, 149)
frame13882.png;(-1, -1)
frame13711.png;(242, 131)
frame13883.png;(252, 92)
frame13723.png;(241, 123)
frame13716.png;(241, 124)
frame13731.png;(-1, -1)
frame13683.png;(-1, -1)
frame13539.png;(-1, -1)
frame13558.png;(-1, -1)
frame13566.png;(-1, -1)
frame13917.png;(204, 57)
frame13672.png;(-1, -1)
frame13532.png;(-1, -1)
frame13886.png;(188, 98)
frame13790.png;(239, 92)
frame13747.png;(240, 101)
frame13623.png;(-1, -1)
frame13586.png;(217, 196)
frame13771.png;(245, 90)
frame13580.png;(208, 206)
frame13781.png;(245, 104)
frame13791.png;(239, 90)
frame13719.png;(241, 126)
frame13744.png;(-1, -1)
frame13570.png;(-1, -1)
frame13497.png;(141, 137)
frame13853.png;(249, 92)
frame13515.png;(-1, -1)
frame13840.png;(222, 68)
frame13530.png;(139, 187)
frame13594.png;(224, 177)
frame13798.png;(243, 92)
frame13617.png;(252, 163)
frame13788.png;(237, 92)
frame13496.png;(136, 134)
frame13926.png;(177, 52)
frame13902.png;(207, 71)
frame13525.png;(-1, -1)
frame13572.png;(-1, -1)
frame13805.png;(250, 119)
frame13552.png;(172, 227)
frame13501.png;(140, 171)
