file;p
frame11837.png;(160, 166)
frame11838.png;(172, 153)
frame11839.png;(175, 156)
frame11840.png;(223, 80)
frame11841.png;(210, 20)
frame11842.png;(195, 73)
frame11843.png;(209, 89)
frame11844.png;(213, 144)
frame11845.png;(195, 84)
frame11846.png;(218, 58)
frame11847.png;(175, 156)
frame11848.png;(189, 85)
frame11849.png;(138, 129)
frame11850.png;(134, 101)
frame11851.png;(158, 158)
frame11852.png;(200, 4)
frame11853.png;(171, 80)
frame11854.png;(174, 138)
frame11855.png;(218, 196)
frame11856.png;(177, 143)
frame11857.png;(189, 59)
frame11858.png;(146, 85)
frame11859.png;(162, 140)
frame11860.png;(155, 73)
frame11861.png;(176, 162)
frame11862.png;(151, 156)
frame11863.png;(144, 155)
frame11864.png;(168, 108)
frame11865.png;(210, 77)
frame11866.png;(179, 81)
frame11867.png;(168, 27)
frame11868.png;(166, 142)
frame11869.png;(204, 151)
frame11870.png;(184, 131)
frame11871.png;(92, 16)
frame11872.png;(184, 115)
frame11873.png;(195, 139)
frame11874.png;(153, 131)
frame11875.png;(192, 93)
frame11876.png;(189, 123)
frame11877.png;(160, 61)
frame11878.png;(149, 79)
frame11879.png;(135, 126)
frame11880.png;(210, 167)
frame11881.png;(188, 105)
frame11882.png;(181, 90)
frame11883.png;(172, 159)
frame11884.png;(174, 87)
frame11885.png;(203, 90)
frame11886.png;(109, 194)
frame11887.png;(228, 112)
frame11888.png;(166, 148)
frame11889.png;(120, 50)
frame11890.png;(132, 151)
frame11891.png;(107, 197)
frame11892.png;(205, 168)
frame11893.png;(216, 152)
frame11894.png;(176, 144)
frame11895.png;(178, 40)
frame11896.png;(194, 117)
frame11897.png;(133, 84)
frame11898.png;(148, 190)
frame11899.png;(121, 53)
frame11900.png;(133, 147)
frame11901.png;(200, 89)
frame11902.png;(162, 137)
frame11903.png;(204, 139)
frame11904.png;(177, 74)
frame11905.png;(185, 140)
frame11906.png;(172, 120)
frame11907.png;(216, 127)
frame11908.png;(145, 132)
frame11909.png;(185, 112)
frame11910.png;(110, 184)
frame11911.png;(194, 152)
frame11912.png;(103, 48)
frame11913.png;(212, 145)
frame11914.png;(159, 95)
frame11915.png;(202, 118)
frame11916.png;(208, 127)
frame11917.png;(195, 95)
frame11918.png;(180, 86)
frame11919.png;(215, 220)
frame11920.png;(189, 143)
frame11921.png;(172, 65)
frame11922.png;(167, 86)
frame11923.png;(153, 96)
frame11924.png;(192, 136)
frame11925.png;(146, 97)
frame11926.png;(138, 87)
frame11927.png;(154, 89)
frame11928.png;(173, 99)
frame11929.png;(157, 89)
frame11930.png;(217, 157)
frame11931.png;(125, 226)
frame11932.png;(214, 121)
frame11933.png;(162, 146)
frame11934.png;(175, 87)
frame11935.png;(157, 84)
frame11936.png;(237, 120)
frame11937.png;(192, 83)
frame11938.png;(163, 89)
frame11939.png;(139, 89)
frame11940.png;(134, 67)
frame11941.png;(191, 116)
frame11942.png;(193, 80)
frame11943.png;(166, 106)
frame11944.png;(157, 118)
frame11945.png;(179, 131)
frame11946.png;(181, 155)
frame11947.png;(155, 70)
frame11948.png;(133, 150)
frame11949.png;(150, 176)
frame11950.png;(192, 106)
frame11951.png;(148, 62)
frame11952.png;(116, 185)
frame11953.png;(132, 24)
frame11954.png;(146, 84)
frame11955.png;(112, 194)
frame11956.png;(162, 90)
frame11957.png;(210, 77)
frame11958.png;(164, 94)
frame11959.png;(168, 118)
frame11960.png;(169, 79)
frame11961.png;(191, 94)
frame11962.png;(195, 112)
frame11963.png;(157, 187)
frame11964.png;(216, 148)
frame11965.png;(170, 159)
frame11966.png;(195, 113)
frame11967.png;(162, 152)
frame11968.png;(208, 159)
frame11969.png;(157, 87)
frame11970.png;(163, 91)
frame11971.png;(228, 128)
frame11972.png;(213, 97)
frame11973.png;(183, 94)
frame11974.png;(104, 43)
frame11975.png;(172, 151)
frame11976.png;(167, 133)
frame11977.png;(162, 142)
frame11978.png;(148, 103)
frame11979.png;(157, 68)
frame11980.png;(164, 154)
frame11981.png;(182, 102)
frame11982.png;(167, 143)
frame11983.png;(170, 87)
frame11984.png;(94, 33)
frame11985.png;(219, 144)
frame11986.png;(173, 72)
frame11987.png;(136, 144)
frame11988.png;(146, 99)
frame11989.png;(162, 81)
frame11990.png;(178, 155)
frame11991.png;(206, 98)
frame11992.png;(162, 81)
