file;p
frame14230.png;(188, 162)
frame14224.png;(196, 165)
frame14218.png;(157, 145)
frame14185.png;(168, 126)
frame14191.png;(174, 131)
frame14190.png;(-1, -1)
frame14184.png;(191, 128)
frame14219.png;(156, 148)
frame14225.png;(172, 165)
frame14231.png;(180, 163)
frame14227.png;(173, 163)
frame14233.png;(173, 157)
frame14192.png;(158, 134)
frame14186.png;(165, 117)
frame14179.png;(-1, -1)
frame14178.png;(191, 161)
frame14187.png;(166, 113)
frame14193.png;(152, 142)
frame14232.png;(171, 165)
frame14226.png;(176, 163)
frame14222.png;(166, 160)
frame14236.png;(175, 138)
frame14197.png;(139, 130)
frame14183.png;(176, 126)
frame14168.png;(184, 175)
frame14169.png;(175, 174)
frame14182.png;(180, 127)
frame14196.png;(131, 137)
frame14237.png;(168, 134)
frame14223.png;(172, 162)
frame14209.png;(149, 142)
frame14235.png;(178, 141)
frame14221.png;(153, 157)
frame14180.png;(-1, -1)
frame14194.png;(141, 149)
frame14195.png;(-1, -1)
frame14181.png;(-1, -1)
frame14220.png;(154, 152)
frame14234.png;(181, 151)
frame14208.png;(203, 139)
frame14290.png;(55, 157)
frame14284.png;(-1, -1)
frame14253.png;(141, 114)
frame14247.png;(156, 147)
frame14327.png;(180, 119)
frame14333.png;(171, 115)
frame14332.png;(175, 115)
frame14326.png;(180, 123)
frame14246.png;(-1, -1)
frame14252.png;(139, 118)
frame14285.png;(-1, -1)
frame14291.png;(59, 154)
frame14287.png;(39, 158)
frame14293.png;(93, 146)
frame14244.png;(206, 146)
frame14250.png;(153, 139)
frame14278.png;(124, 133)
frame14330.png;(173, 116)
frame14324.png;(181, 122)
frame14318.png;(178, 127)
frame14319.png;(173, 124)
frame14325.png;(182, 123)
frame14331.png;(171, 115)
frame14279.png;(102, 147)
frame14251.png;(138, 124)
frame14245.png;(211, 146)
frame14292.png;(73, 149)
frame14286.png;(28, 171)
frame14282.png;(18, 177)
frame14296.png;(158, 139)
frame14269.png;(147, 124)
frame14241.png;(200, 147)
frame14255.png;(141, 118)
frame14309.png;(210, 140)
frame14321.png;(187, 121)
frame14320.png;(169, 121)
frame14334.png;(159, 112)
frame14308.png;(217, 142)
frame14254.png;(141, 114)
frame14240.png;(188, 145)
frame14268.png;(150, 121)
frame14297.png;(183, 132)
frame14283.png;(-1, -1)
frame14295.png;(142, 136)
frame14281.png;(26, 182)
frame14256.png;(141, 120)
frame14242.png;(-1, -1)
frame14322.png;(186, 126)
frame14323.png;(195, 123)
frame14243.png;(-1, -1)
frame14257.png;(153, 120)
frame14280.png;(54, 180)
frame14294.png;(118, 139)
frame14299.png;(179, 132)
frame14272.png;(139, 125)
frame14266.png;(150, 122)
frame14306.png;(198, 156)
frame14312.png;(206, 141)
frame14313.png;(206, 144)
frame14307.png;(215, 143)
frame14267.png;(150, 121)
frame14273.png;(137, 125)
frame14298.png;(190, 130)
frame14265.png;(150, 121)
frame14271.png;(143, 124)
frame14259.png;(152, 121)
frame14311.png;(204, 139)
frame14305.png;(196, 158)
frame14304.png;(185, 154)
frame14310.png;(204, 141)
frame14258.png;(150, 117)
frame14270.png;(141, 123)
frame14264.png;(152, 122)
frame14248.png;(-1, -1)
frame14260.png;(153, 121)
frame14274.png;(132, 117)
frame14328.png;(172, 116)
frame14314.png;(213, 143)
frame14300.png;(175, 137)
frame14301.png;(179, 137)
frame14315.png;(218, 144)
frame14329.png;(178, 116)
frame14275.png;(137, 114)
frame14261.png;(160, 119)
frame14249.png;(166, 150)
frame14288.png;(-1, -1)
frame14277.png;(124, 122)
frame14263.png;(155, 121)
frame14303.png;(185, 152)
frame14317.png;(188, 131)
frame14316.png;(201, 137)
frame14302.png;(184, 140)
frame14262.png;(142, 121)
frame14276.png;(129, 123)
frame14289.png;(-1, -1)
frame14211.png;(136, 145)
frame14205.png;(202, 136)
frame14239.png;(177, 144)
frame14198.png;(144, 125)
frame14167.png;(182, 174)
frame14173.png;(174, 168)
frame14172.png;(176, 166)
frame14166.png;(178, 166)
frame14199.png;(206, 125)
frame14238.png;(175, 141)
frame14204.png;(200, 136)
frame14210.png;(140, 142)
frame14206.png;(164, 136)
frame14212.png;(147, 146)
frame14170.png;(171, 167)
frame14164.png;(-1, -1)
frame14159.png;(136, 157)
frame14165.png;(175, 164)
frame14171.png;(175, 165)
frame14213.png;(134, 144)
frame14207.png;(150, 137)
frame14203.png;(207, 136)
frame14217.png;(157, 144)
frame14175.png;(173, 164)
frame14161.png;(-1, -1)
frame14160.png;(-1, -1)
frame14174.png;(179, 167)
frame14216.png;(131, 139)
frame14202.png;(203, 133)
frame14228.png;(196, 163)
frame14214.png;(135, 143)
frame14200.png;(154, 125)
frame14189.png;(-1, -1)
frame14162.png;(-1, -1)
frame14176.png;(180, 172)
frame14177.png;(184, 175)
frame14163.png;(-1, -1)
frame14188.png;(-1, -1)
frame14201.png;(164, 132)
frame14215.png;(130, 137)
frame14229.png;(166, 163)
