file;valid;p1;p2;dist
frame4219.png;1;(115, 148);(206, 90);107.9
frame4557.png;0;-1;-1;-1
frame4231.png;1;(102, 153);(157, 114);67.4
frame4225.png;1;(100, 153);(155, 115);66.9
frame4543.png;0;-1;-1;-1
frame4594.png;0;-1;-1;-1
frame4580.png;0;-1;-1;-1
frame4769.png;0;-1;-1;-1
frame3984.png;1;(176, 104);(231, 67);66.3
frame4033.png;1;(111, 164);(168, 148);59.2
frame4755.png;1;(149, 147);(255, 124);108.5
frame4741.png;1;(167, 121);(290, 78);130.3
frame3990.png;1;(184, 126);(255, 91);79.2
frame4027.png;1;(119, 170);(183, 157);65.3
frame3947.png;1;(137, 149);(182, 135);47.1
frame4796.png;1;(127, 193);(223, 154);103.6
frame4782.png;0;-1;-1;-1
frame3953.png;1;(120, 142);(167, 129);48.8
frame4609.png;0;-1;-1;-1
frame4147.png;0;-1;-1;-1
frame4621.png;0;-1;-1;-1
frame4635.png;1;(198, 136);(275, 112);80.7
frame4153.png;1;(154, 139);(203, 107);58.5
frame4806.png;1;(122, 168);(214, 134);98.1
frame3833.png;1;(174, 115);(226, 69);69.4
frame4184.png;0;-1;-1;-1
frame3827.png;1;(160, 113);(208, 71);63.8
frame4190.png;0;-1;-1;-1
frame4379.png;1;(154, 124);(232, 72);93.7
frame4423.png;0;-1;-1;-1
frame4345.png;1;(120, 147);(195, 93);92.4
frame4351.png;1;(119, 146);(198, 88);98.0
frame4437.png;1;(105, 91);(190, 33);102.9
frame4386.png;0;-1;-1;-1
frame4392.png;0;-1;-1;-1
frame4393.png;0;-1;-1;-1
frame4387.png;0;-1;-1;-1
frame4350.png;1;(119, 146);(197, 87);97.8
frame4436.png;1;(102, 93);(189, 33);105.7
frame4422.png;0;-1;-1;-1
frame4344.png;1;(119, 149);(198, 94);96.3
frame4378.png;1;(141, 126);(216, 74);91.3
frame4191.png;0;-1;-1;-1
frame3826.png;1;(163, 113);(213, 69);66.6
frame4185.png;0;-1;-1;-1
frame3832.png;1;(164, 113);(214, 69);66.6
frame4807.png;1;(142, 175);(199, 149);62.6
frame4634.png;0;-1;-1;-1
frame4152.png;1;(159, 136);(213, 101);64.4
frame4146.png;0;-1;-1;-1
frame4620.png;0;-1;-1;-1
frame4608.png;0;-1;-1;-1
frame4783.png;0;-1;-1;-1
frame3952.png;1;(123, 146);(178, 133);56.5
frame3946.png;1;(148, 143);(212, 124);66.8
frame4797.png;1;(120, 189);(205, 156);91.2
frame4740.png;1;(167, 120);(283, 77);123.7
frame4026.png;1;(128, 174);(214, 156);87.9
frame3991.png;1;(194, 131);(281, 91);95.8
frame4032.png;1;(109, 161);(183, 142);76.4
frame3985.png;1;(172, 105);(223, 72);60.7
frame4754.png;1;(166, 139);(303, 108);140.5
frame4768.png;0;-1;-1;-1
frame4581.png;0;-1;-1;-1
frame4595.png;0;-1;-1;-1
frame4224.png;1;(104, 151);(159, 112);67.4
frame4542.png;0;-1;-1;-1
frame4556.png;0;-1;-1;-1
frame4230.png;1;(103, 153);(158, 114);67.4
frame4218.png;1;(118, 145);(213, 75);118.0
frame4568.png;0;-1;-1;-1
frame4540.png;0;-1;-1;-1
frame4226.png;1;(101, 152);(154, 115);64.6
frame4232.png;1;(104, 153);(158, 118);64.4
frame4554.png;0;-1;-1;-1
frame4583.png;1;(180, 124);(268, 78);99.3
frame4597.png;0;-1;-1;-1
frame4018.png;0;-1;-1;-1
frame3993.png;0;-1;-1;-1
frame4024.png;1;(152, 178);(262, 158);111.8
frame4742.png;0;-1;-1;-1
frame4756.png;1;(127, 153);(205, 139);79.2
frame3987.png;1;(162, 108);(205, 84);49.2
frame4030.png;1;(109, 152);(185, 132);78.6
frame3978.png;0;-1;-1;-1
frame3950.png;1;(128, 153);(186, 139);59.7
frame4781.png;0;-1;-1;-1
frame4795.png;1;(140, 190);(260, 144);128.5
frame3944.png;1;(159, 137);(200, 115);46.5
frame4178.png;1;(156, 156);(247, 107);103.4
frame4150.png;1;(167, 138);(225, 100);69.3
frame4636.png;1;(192, 136);(262, 109);75.0
frame4622.png;0;-1;-1;-1
frame4144.png;0;-1;-1;-1
frame3818.png;1;(176, 116);(238, 66);79.6
frame4805.png;1;(142, 161);(268, 118);133.1
frame3824.png;1;(166, 114);(219, 68);70.2
frame4193.png;0;-1;-1;-1
frame3830.png;1;(162, 114);(211, 70);65.9
frame4187.png;0;-1;-1;-1
frame4408.png;1;(150, 91);(212, 31);86.3
frame4434.png;1;(108, 96);(186, 32);100.9
frame4352.png;1;(122, 145);(205, 81);104.8
frame4346.png;1;(124, 147);(201, 92);94.6
frame4420.png;0;-1;-1;-1
frame4391.png;0;-1;-1;-1
frame4385.png;0;-1;-1;-1
frame4384.png;1;(170, 117);(266, 50);117.1
frame4390.png;0;-1;-1;-1
frame4347.png;1;(122, 147);(205, 88);101.8
frame4421.png;0;-1;-1;-1
frame4435.png;1;(103, 95);(187, 33);104.4
frame4353.png;1;(124, 143);(210, 78);107.8
frame4409.png;1;(136, 90);(200, 27);89.8
frame4186.png;0;-1;-1;-1
frame3831.png;1;(162, 113);(212, 69);66.6
frame4192.png;0;-1;-1;-1
frame3825.png;1;(166, 114);(217, 69);68.0
frame4804.png;0;-1;-1;-1
frame3819.png;1;(175, 117);(235, 69);76.8
frame4623.png;1;(188, 130);(287, 85);108.7
frame4145.png;0;-1;-1;-1
frame4151.png;1;(162, 136);(217, 98);66.9
frame4637.png;1;(201, 135);(299, 103);103.1
frame4179.png;1;(142, 158);(228, 110);98.5
frame4794.png;0;-1;-1;-1
frame3945.png;1;(152, 140);(208, 120);59.5
frame3951.png;1;(126, 150);(178, 138);53.4
frame4780.png;0;-1;-1;-1
frame3979.png;0;-1;-1;-1
frame4757.png;1;(116, 154);(190, 141);75.1
frame4031.png;1;(111, 156);(196, 136);87.3
frame3986.png;1;(165, 105);(209, 79);51.1
frame4025.png;1;(144, 177);(256, 158);113.6
frame3992.png;0;-1;-1;-1
frame4743.png;0;-1;-1;-1
frame4019.png;0;-1;-1;-1
frame4596.png;0;-1;-1;-1
frame4582.png;1;(181, 122);(271, 76);101.1
frame4233.png;1;(106, 153);(162, 120);65.0
frame4555.png;0;-1;-1;-1
frame4541.png;0;-1;-1;-1
frame4227.png;1;(103, 155);(156, 116);65.8
frame4569.png;0;-1;-1;-1
frame4223.png;1;(106, 150);(162, 109);69.4
frame4545.png;0;-1;-1;-1
frame4551.png;0;-1;-1;-1
frame4237.png;1;(107, 154);(165, 114);70.5
frame4579.png;0;-1;-1;-1
frame4586.png;1;(184, 123);(270, 77);97.5
frame4592.png;0;-1;-1;-1
frame4747.png;0;-1;-1;-1
frame3996.png;0;-1;-1;-1
frame4021.png;0;-1;-1;-1
frame3982.png;1;(181, 109);(246, 72);74.8
frame4035.png;1;(115, 165);(212, 143);99.5
frame4753.png;0;-1;-1;-1
frame4009.png;1;(147, 173);(246, 155);100.6
frame4784.png;0;-1;-1;-1
frame3955.png;1;(126, 133);(176, 120);51.7
frame3941.png;1;(157, 135);(189, 114);38.3
frame4790.png;0;-1;-1;-1
frame3969.png;1;(138, 135);(190, 115);55.7
frame4633.png;0;-1;-1;-1
frame4155.png;1;(150, 146);(210, 115);67.5
frame4141.png;0;-1;-1;-1
frame4627.png;0;-1;-1;-1
frame4169.png;1;(124, 150);(164, 127);46.1
frame3821.png;1;(175, 116);(234, 67);76.7
frame4196.png;0;-1;-1;-1
frame3835.png;1;(177, 114);(229, 68);69.4
frame4182.png;0;-1;-1;-1
frame4800.png;1;(113, 175);(198, 149);88.9
frame4357.png;1;(124, 145);(219, 73);119.2
frame4431.png;1;(118, 97);(178, 34);87.0
frame4425.png;0;-1;-1;-1
frame4343.png;1;(118, 149);(200, 99);96.0
frame4419.png;0;-1;-1;-1
frame4394.png;0;-1;-1;-1
frame4380.png;1;(152, 123);(230, 71);93.7
frame4381.png;1;(154, 124);(229, 69);93.0
frame4395.png;1;(137, 95);(204, 34);90.6
frame4418.png;0;-1;-1;-1
frame4424.png;0;-1;-1;-1
frame4342.png;1;(119, 147);(202, 94);98.5
frame4356.png;1;(122, 145);(214, 78);113.8
frame4430.png;1;(132, 95);(197, 31);91.2
frame4801.png;1;(123, 175);(217, 145);98.7
frame4183.png;0;-1;-1;-1
frame3834.png;1;(175, 114);(227, 68);69.4
frame4197.png;0;-1;-1;-1
frame3820.png;1;(175, 117);(234, 69);76.1
frame4168.png;1;(120, 157);(158, 138);42.5
frame4140.png;1;(184, 130);(266, 86);93.1
frame4626.png;0;-1;-1;-1
frame4632.png;0;-1;-1;-1
frame4154.png;1;(152, 143);(204, 111);61.1
frame3968.png;1;(132, 130);(178, 108);51.0
frame3940.png;1;(154, 136);(193, 114);44.8
frame4791.png;0;-1;-1;-1
frame4785.png;0;-1;-1;-1
frame3954.png;1;(123, 138);(176, 125);54.6
frame4008.png;1;(141, 172);(249, 162);108.5
frame4034.png;1;(107, 166);(193, 149);87.7
frame3983.png;0;-1;-1;-1
frame4752.png;0;-1;-1;-1
frame4746.png;0;-1;-1;-1
frame4020.png;0;-1;-1;-1
frame3997.png;0;-1;-1;-1
frame4593.png;0;-1;-1;-1
frame4587.png;0;-1;-1;-1
frame4578.png;0;-1;-1;-1
frame4550.png;0;-1;-1;-1
frame4236.png;1;(110, 153);(167, 115);68.5
frame4222.png;1;(104, 151);(162, 110);71.0
frame4544.png;0;-1;-1;-1
frame4234.png;1;(108, 154);(162, 118);64.9
frame4552.png;0;-1;-1;-1
frame4546.png;0;-1;-1;-1
frame4220.png;1;(106, 148);(170, 100);80.0
frame4208.png;1;(64, 149);(87, 127);31.8
frame4591.png;0;-1;-1;-1
frame4585.png;1;(184, 123);(272, 77);99.3
frame4750.png;0;-1;-1;-1
frame3981.png;1;(188, 114);(260, 71);83.9
