file;valid;p1;p2;dist
frame5409.png;0;-1;-1;-1
frame5663.png;1;(148, 81);(139, 79);9.2
frame5494.png;1;(158, 90);(149, 89);9.1
frame4954.png;0;-1;-1;-1
frame5798.png;1;(125, 77);(96, 76);29.0
frame5160.png;1;(110, 150);(89, 152);21.1
frame4845.png;0;-1;-1;-1
frame4838.png;1;(106, 218);(80, 229);28.2
frame5286.png;1;(121, 89);(85, 81);36.9
frame5064.png;0;-1;-1;-1
frame5417.png;0;-1;-1;-1
frame5760.png;1;(123, 82);(89, 82);34.0
frame5084.png;0;-1;-1;-1
frame5780.png;1;(131, 77);(125, 75);6.3
frame5644.png;1;(152, 91);(142, 91);10.0
frame4973.png;0;-1;-1;-1
frame5796.png;1;(124, 76);(101, 75);23.0
frame5092.png;0;-1;-1;-1
frame4998.png;0;-1;-1;-1
frame5495.png;1;(158, 92);(151, 89);7.6
frame5326.png;0;-1;-1;-1
frame5766.png;1;(121, 80);(86, 81);35.0
frame5426.png;0;-1;-1;-1
frame5550.png;1;(168, 97);(135, 98);33.0
frame5088.png;0;-1;-1;-1
frame5515.png;1;(161, 87);(97, 85);64.0
frame5569.png;1;(163, 80);(130, 78);33.1
frame4840.png;1;(108, 218);(80, 229);30.1
frame5655.png;1;(142, 79);(130, 81);12.2
frame5552.png;1;(173, 105);(146, 110);27.5
frame4828.png;1;(103, 209);(77, 217);27.2
frame5213.png;1;(128, 147);(108, 149);20.1
frame4969.png;0;-1;-1;-1
frame5694.png;1;(148, 71);(136, 70);12.0
frame5732.png;1;(162, 85);(132, 86);30.0
frame4999.png;0;-1;-1;-1
frame5525.png;1;(166, 92);(159, 90);7.3
frame5524.png;1;(166, 90);(158, 90);8.0
frame5527.png;1;(161, 89);(155, 88);6.1
frame5557.png;1;(169, 97);(148, 98);21.0
frame5057.png;0;-1;-1;-1
frame5007.png;0;-1;-1;-1
frame4944.png;1;(182, 168);(172, 165);10.4
frame5603.png;1;(161, 94);(151, 92);10.2
frame5011.png;0;-1;-1;-1
frame5185.png;1;(113, 146);(69, 147);44.0
frame5785.png;1;(116, 65);(110, 63);6.3
frame4927.png;1;(166, 191);(151, 207);21.9
frame4904.png;0;-1;-1;-1
frame5605.png;1;(153, 92);(144, 90);9.2
frame5359.png;0;-1;-1;-1
frame5219.png;1;(126, 140);(107, 142);19.1
frame5235.png;1;(120, 127);(110, 128);10.0
frame4882.png;1;(196, 202);(136, 231);66.6
frame5241.png;1;(122, 123);(118, 122);4.1
frame5503.png;1;(153, 80);(142, 78);11.2
frame5701.png;1;(169, 90);(141, 92);28.1
frame5307.png;1;(124, 88);(114, 86);10.2
frame4967.png;0;-1;-1;-1
frame5028.png;0;-1;-1;-1
frame5333.png;0;-1;-1;-1
frame5221.png;1;(128, 138);(110, 141);18.2
frame5574.png;1;(168, 79);(137, 79);31.0
frame5570.png;1;(161, 78);(131, 73);30.4
frame5584.png;1;(164, 100);(102, 105);62.2
frame5787.png;1;(114, 61);(106, 59);8.2
frame4985.png;0;-1;-1;-1
frame5253.png;1;(118, 111);(113, 109);5.4
frame5053.png;0;-1;-1;-1
frame5126.png;0;-1;-1;-1
frame4974.png;0;-1;-1;-1
frame5723.png;1;(145, 75);(112, 78);33.1
frame5679.png;1;(147, 82);(139, 82);8.0
frame5710.png;1;(155, 93);(149, 92);6.1
frame5227.png;1;(124, 135);(111, 137);13.2
frame4907.png;1;(223, 190);(180, 209);47.0
frame5142.png;1;(98, 122);(57, 122);41.0
frame5090.png;0;-1;-1;-1
frame5578.png;1;(173, 76);(148, 73);25.2
frame4892.png;1;(203, 191);(171, 205);34.9
frame5058.png;0;-1;-1;-1
frame5618.png;1;(163, 94);(156, 93);7.1
frame4887.png;1;(205, 196);(164, 216);45.6
frame5795.png;1;(125, 75);(107, 76);18.0
frame5767.png;1;(115, 81);(82, 80);33.0
frame5741.png;1;(149, 99);(91, 107);58.5
frame4833.png;1;(122, 212);(103, 219);20.2
frame5140.png;1;(107, 121);(67, 117);40.2
frame5704.png;1;(156, 102);(138, 104);18.1
frame4884.png;1;(199, 201);(147, 226);57.7
frame4895.png;1;(199, 194);(151, 220);54.6
frame5441.png;0;-1;-1;-1
frame5076.png;0;-1;-1;-1
frame5616.png;1;(166, 100);(159, 98);7.3
frame5773.png;1;(130, 91);(101, 93);29.1
frame5498.png;1;(154, 89);(144, 88);10.0
frame4849.png;0;-1;-1;-1
frame4996.png;0;-1;-1;-1
frame5065.png;0;-1;-1;-1
frame5192.png;1;(114, 143);(77, 144);37.0
frame5127.png;0;-1;-1;-1
frame5722.png;1;(141, 75);(109, 77);32.1
frame5164.png;1;(117, 151);(93, 155);24.3
frame5590.png;1;(157, 103);(122, 107);35.2
frame5191.png;1;(118, 143);(82, 145);36.1
frame5554.png;1;(174, 103);(150, 106);24.2
frame5261.png;1;(126, 119);(110, 118);16.0
frame4889.png;1;(204, 191);(171, 203);35.1
frame5114.png;0;-1;-1;-1
frame5799.png;1;(123, 76);(98, 76);25.0
frame4909.png;1;(214, 192);(179, 209);38.9
frame5071.png;0;-1;-1;-1
frame4994.png;0;-1;-1;-1
frame5758.png;1;(122, 83);(84, 81);38.1
frame5042.png;0;-1;-1;-1
frame5014.png;0;-1;-1;-1
frame5739.png;1;(158, 99);(110, 106);48.5
frame4982.png;0;-1;-1;-1
frame5239.png;1;(116, 124);(110, 123);6.1
frame5336.png;0;-1;-1;-1
frame5435.png;1;(130, 117);(44, 133);87.5
frame5295.png;1;(132, 108);(117, 107);15.0
frame5279.png;1;(110, 79);(88, 73);22.8
frame5112.png;0;-1;-1;-1
frame5024.png;0;-1;-1;-1
frame4843.png;1;(112, 221);(85, 236);30.9
frame5402.png;0;-1;-1;-1
frame5346.png;0;-1;-1;-1
frame5203.png;1;(109, 145);(69, 147);40.0
frame5715.png;1;(144, 78);(126, 81);18.2
frame5510.png;1;(160, 81);(128, 79);32.1
frame5328.png;0;-1;-1;-1
frame5374.png;0;-1;-1;-1
frame5612.png;1;(166, 88);(139, 89);27.0
frame5231.png;1;(125, 136);(114, 136);11.0
frame5457.png;1;(158, 89);(139, 89);19.0
frame5556.png;1;(168, 95);(144, 97);24.1
frame5547.png;1;(171, 98);(134, 100);37.1
frame5337.png;0;-1;-1;-1
frame5365.png;0;-1;-1;-1
frame5277.png;1;(122, 97);(107, 94);15.3
frame5496.png;1;(155, 93);(149, 89);7.2
frame5158.png;1;(108, 152);(86, 155);22.2
frame4871.png;1;(195, 212);(171, 229);29.4
frame5119.png;1;(104, 120);(70, 124);34.2
frame5413.png;0;-1;-1;-1
