file;p
frame13946.png;(146, 158)
frame13952.png;(185, 137)
frame14032.png;(152, 128)
frame13985.png;(219, 95)
frame14026.png;(149, 131)
frame13991.png;(216, 130)
frame14146.png;(179, 207)
frame14152.png;(181, 186)
frame14153.png;(188, 189)
frame14147.png;(187, 203)
frame13990.png;(216, 131)
frame14027.png;(149, 128)
frame13984.png;(243, 141)
frame14033.png;(151, 130)
frame13953.png;(137, 154)
frame13947.png;(184, 150)
frame13951.png;(186, 136)
frame13945.png;(147, 154)
frame13979.png;(217, 130)
frame14025.png;(147, 131)
frame13992.png;(214, 131)
frame14031.png;(152, 125)
frame13986.png;(208, 85)
frame14019.png;(149, 139)
frame14151.png;(178, 187)
frame14145.png;(175, 211)
frame14144.png;(165, 213)
frame14150.png;(191, 197)
frame14018.png;(149, 140)
frame13987.png;(202, 95)
frame14030.png;(151, 125)
frame13993.png;(216, 131)
frame14024.png;(148, 131)
frame13978.png;(220, 138)
frame13944.png;(-1, -1)
frame13950.png;(182, 134)
frame13968.png;(164, 143)
frame13954.png;(147, 121)
frame13940.png;(166, 167)
frame14008.png;(106, 149)
frame14020.png;(149, 137)
frame13997.png;(188, 143)
frame14034.png;(152, 130)
frame13983.png;(-1, -1)
frame14154.png;(-1, -1)
frame14140.png;(-1, -1)
frame14141.png;(168, 210)
frame14155.png;(172, 188)
frame13982.png;(236, 140)
frame14035.png;(148, 129)
frame13996.png;(221, 143)
frame14021.png;(148, 135)
frame14009.png;(133, 141)
frame13941.png;(159, 170)
frame13955.png;(138, 112)
frame13969.png;(-1, -1)
frame13943.png;(168, 166)
frame13957.png;(123, 143)
frame14037.png;(145, 134)
frame13980.png;(213, 126)
frame14023.png;(149, 134)
frame13994.png;(208, 131)
frame14143.png;(171, 207)
frame14157.png;(165, 192)
frame14156.png;(171, 190)
frame14142.png;(173, 207)
frame13995.png;(212, 140)
frame14022.png;(147, 135)
frame13981.png;(218, 126)
frame14036.png;(144, 130)
frame13956.png;(137, 119)
frame13942.png;(166, 160)
frame14092.png;(116, 164)
frame13931.png;(150, 140)
frame14086.png;(99, 182)
frame14051.png;(102, 132)
frame14045.png;(156, 139)
frame14079.png;(119, 184)
frame14125.png;(154, 210)
frame14131.png;(161, 220)
frame14119.png;(138, 214)
frame14118.png;(137, 214)
frame14130.png;(155, 222)
frame14124.png;(165, 209)
frame14078.png;(112, 177)
frame14044.png;(153, 140)
frame14050.png;(95, 132)
frame14087.png;(90, 169)
frame13930.png;(144, 149)
frame14093.png;(137, 160)
frame13932.png;(153, 138)
frame14085.png;(-1, -1)
frame14091.png;(119, 170)
frame14046.png;(147, 142)
frame14052.png;(112, 136)
frame14132.png;(156, 217)
frame14126.png;(149, 221)
frame14127.png;(153, 229)
frame14133.png;(159, 216)
frame14053.png;(128, 139)
frame14047.png;(-1, -1)
frame14090.png;(106, 163)
frame14084.png;(-1, -1)
frame13933.png;(158, 141)
frame13937.png;(162, 139)
frame14080.png;(-1, -1)
frame14094.png;(136, 168)
frame14043.png;(152, 136)
frame14057.png;(156, 134)
frame14137.png;(161, 212)
frame14123.png;(166, 211)
frame14122.png;(166, 215)
frame14136.png;(157, 212)
frame14056.png;(148, 137)
frame14042.png;(146, 132)
frame14095.png;(124, 173)
frame14081.png;(-1, -1)
frame13936.png;(159, 142)
frame14097.png;(-1, -1)
frame13934.png;(162, 145)
frame14083.png;(-1, -1)
frame14068.png;(170, 132)
frame14054.png;(138, 136)
frame14040.png;(144, 136)
frame14108.png;(143, 185)
frame14120.png;(146, 217)
frame14134.png;(158, 214)
frame14135.png;(160, 215)
frame14121.png;(158, 217)
frame14109.png;(146, 188)
frame14041.png;(140, 133)
frame14055.png;(143, 138)
frame14069.png;(169, 134)
frame14082.png;(140, 178)
frame13935.png;(167, 146)
frame14096.png;(118, 172)
frame13938.png;(-1, -1)
frame14070.png;(162, 135)
frame14064.png;(186, 121)
frame14058.png;(159, 134)
frame14104.png;(157, 205)
frame14110.png;(138, 178)
frame14138.png;(160, 207)
frame14139.png;(158, 203)
frame14111.png;(144, 181)
frame14105.png;(148, 189)
frame14059.png;(158, 135)
frame14065.png;(186, 112)
frame14071.png;(154, 141)
frame13939.png;(172, 154)
frame14098.png;(-1, -1)
frame14067.png;(178, 129)
frame14073.png;(144, 144)
frame14113.png;(135, 187)
frame14107.png;(144, 186)
frame14106.png;(144, 182)
frame14112.png;(143, 185)
frame14072.png;(156, 144)
frame14066.png;(182, 119)
frame14099.png;(-1, -1)
frame14089.png;(-1, -1)
frame14062.png;(167, 125)
frame14076.png;(119, 149)
frame14116.png;(131, 206)
frame14102.png;(148, 193)
frame14103.png;(155, 201)
frame14117.png;(135, 212)
frame14077.png;(122, 168)
frame14063.png;(176, 123)
frame14088.png;(-1, -1)
frame13929.png;(128, 142)
frame14049.png;(92, 132)
frame14075.png;(151, 150)
frame14061.png;(164, 126)
frame14129.png;(155, 225)
frame14101.png;(-1, -1)
frame14115.png;(128, 199)
frame14114.png;(129, 192)
frame14100.png;(-1, -1)
frame14128.png;(156, 228)
frame14060.png;(158, 134)
frame14074.png;(146, 139)
frame14048.png;(-1, -1)
frame13928.png;(124, 130)
frame13967.png;(151, 139)
frame13973.png;(145, 194)
frame14013.png;(146, 141)
frame14007.png;(101, 148)
frame13998.png;(146, 159)
frame13999.png;(146, 142)
frame14006.png;(114, 147)
frame14012.png;(150, 143)
frame13972.png;(160, 178)
frame13966.png;(137, 147)
frame13970.png;(-1, -1)
frame13964.png;(87, 192)
frame13958.png;(111, 165)
frame14004.png;(145, 120)
frame14010.png;(143, 139)
frame14038.png;(151, 138)
frame14158.png;(166, 190)
frame14039.png;(145, 139)
frame14011.png;(154, 144)
frame14005.png;(129, 136)
frame13959.png;(103, 180)
frame13965.png;(138, 145)
frame13971.png;(-1, -1)
frame13949.png;(183, 137)
frame13975.png;(209, 114)
frame13961.png;(90, 194)
frame14029.png;(150, 125)
frame14001.png;(151, 118)
frame14015.png;(146, 132)
frame14149.png;(185, 200)
frame14148.png;(184, 201)
frame14014.png;(152, 134)
frame14000.png;(151, 122)
frame14028.png;(148, 127)
frame13960.png;(95, 189)
frame13974.png;(164, 151)
frame13948.png;(199, 144)
frame13962.png;(-1, -1)
frame13976.png;(220, 119)
frame13989.png;(206, 128)
frame14016.png;(148, 134)
frame14002.png;(159, 114)
frame14003.png;(152, 114)
frame14017.png;(148, 137)
frame13988.png;(216, 117)
frame13977.png;(228, 137)
frame13963.png;(-1, -1)
