file;p
frame1822.png;(125, 178)
frame1765.png;(113, 96)
frame1771.png;(116, 107)
frame1759.png;(112, 100)
frame1758.png;(114, 96)
frame1770.png;(115, 105)
frame1764.png;(115, 101)
frame1823.png;(138, 164)
frame1837.png;(123, 137)
frame1809.png;(113, 145)
frame1821.png;(119, 204)
frame1772.png;(114, 109)
frame1766.png;(115, 102)
frame1799.png;(111, 135)
frame1798.png;(113, 131)
frame1767.png;(114, 106)
frame1773.png;(114, 108)
frame1834.png;(133, 129)
frame1820.png;(112, 204)
frame1808.png;(111, 146)
frame1818.png;(112, 183)
frame1777.png;(110, 113)
frame1763.png;(116, 93)
frame1788.png;(115, 100)
frame1789.png;(118, 103)
frame1762.png;(114, 90)
frame1776.png;(112, 116)
frame1819.png;(113, 199)
frame1748.png;(117, 88)
frame1760.png;(110, 106)
frame1774.png;(117, 109)
frame1775.png;(113, 116)
frame1761.png;(111, 95)
frame1749.png;(118, 89)
frame1882.png;(101, 138)
frame1869.png;(126, 115)
frame1855.png;(110, 112)
frame1840.png;(115, 161)
frame1854.png;(105, 120)
frame1868.png;(120, 124)
frame1881.png;(104, 129)
frame1842.png;(110, 133)
frame1856.png;(114, 105)
frame1739.png;(119, 88)
frame1738.png;(118, 87)
frame1857.png;(115, 99)
frame1843.png;(116, 121)
frame1880.png;(105, 124)
frame1847.png;(114, 104)
frame1853.png;(107, 124)
frame1728.png;(125, 86)
frame1729.png;(124, 83)
frame1852.png;(111, 128)
frame1846.png;(114, 106)
frame1850.png;(117, 132)
frame1844.png;(115, 102)
frame1878.png;(106, 124)
frame1717.png;(140, 91)
frame1716.png;(141, 90)
frame1879.png;(106, 126)
frame1845.png;(115, 98)
frame1851.png;(117, 129)
frame1848.png;(116, 110)
frame1874.png;(114, 120)
frame1860.png;(116, 98)
frame1727.png;(124, 83)
frame1733.png;(123, 84)
frame1732.png;(121, 85)
frame1726.png;(125, 81)
frame1861.png;(115, 98)
frame1875.png;(114, 117)
frame1849.png;(117, 115)
frame1863.png;(119, 97)
frame1877.png;(107, 124)
frame1730.png;(124, 85)
frame1724.png;(125, 88)
frame1718.png;(134, 86)
frame1719.png;(134, 87)
frame1725.png;(125, 85)
frame1731.png;(124, 86)
frame1876.png;(109, 119)
frame1862.png;(117, 98)
frame1866.png;(120, 107)
frame1872.png;(118, 113)
frame1735.png;(121, 85)
frame1721.png;(132, 91)
frame1720.png;(134, 86)
frame1734.png;(121, 87)
frame1873.png;(115, 117)
frame1867.png;(120, 106)
frame1871.png;(122, 108)
frame1865.png;(122, 106)
frame1859.png;(114, 97)
frame1722.png;(130, 89)
frame1736.png;(121, 88)
frame1737.png;(120, 89)
frame1723.png;(128, 87)
frame1858.png;(117, 102)
frame1864.png;(121, 100)
frame1870.png;(120, 112)
frame1817.png;(105, 161)
frame1803.png;(125, 154)
frame1744.png;(115, 86)
frame1750.png;(116, 86)
frame1778.png;(112, 106)
frame1787.png;(113, 109)
frame1793.png;(117, 119)
frame1792.png;(115, 114)
frame1786.png;(112, 122)
frame1779.png;(114, 101)
frame1751.png;(119, 93)
frame1745.png;(117, 89)
frame1816.png;(102, 162)
frame1800.png;(109, 136)
frame1814.png;(106, 152)
frame1753.png;(116, 86)
frame1747.png;(115, 85)
frame1790.png;(117, 109)
frame1784.png;(113, 115)
frame1785.png;(114, 116)
frame1791.png;(116, 112)
frame1746.png;(115, 90)
frame1752.png;(117, 94)
frame1815.png;(105, 161)
frame1801.png;(115, 156)
frame1805.png;(118, 156)
frame1811.png;(114, 152)
frame1839.png;(114, 148)
frame1756.png;(115, 88)
frame1742.png;(117, 89)
frame1795.png;(112, 124)
frame1781.png;(114, 113)
frame1780.png;(115, 111)
frame1794.png;(114, 119)
frame1743.png;(114, 88)
frame1757.png;(115, 96)
frame1838.png;(112, 128)
frame1810.png;(113, 149)
frame1804.png;(119, 154)
frame1812.png;(112, 149)
frame1806.png;(112, 157)
frame1769.png;(114, 107)
frame1741.png;(116, 87)
frame1755.png;(114, 89)
frame1782.png;(113, 109)
frame1796.png;(112, 123)
frame1797.png;(111, 126)
frame1783.png;(114, 114)
frame1754.png;(114, 86)
frame1740.png;(118, 91)
frame1768.png;(114, 107)
frame1807.png;(113, 150)
frame1813.png;(105, 152)
frame1833.png;(146, 111)
frame1841.png;(111, 148)
frame1836.png;(133, 151)
frame1832.png;(169, 129)
frame1828.png;(170, 53)
frame1710.png;(144, 86)
frame1715.png;(141, 100)
frame1802.png;(118, 167)
frame1831.png;(-1, -1)
frame1829.png;(-1, -1)
frame1826.png;(-1, -1)
frame1708.png;(144, 73)
frame1835.png;(145, 145)
frame1711.png;(144, 88)
frame1824.png;(134, 185)
frame1830.png;(-1, -1)
frame1825.png;(-1, -1)
frame1714.png;(145, 102)
frame1827.png;(-1, -1)
frame1712.png;(143, 95)
frame1709.png;(144, 77)
frame1713.png;(145, 98)
